row index,Project,State/ Province,Country,Principal Deposit type,Total Mineral Resource Mt (Tonnes of Million),Column 6,Column 7
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Sm ppm,39.532915390876326
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Eu ppm,1.625376923375063
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Gd ppm,25.00603077400101
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Tb ppm,3.050753846750126
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Dy ppm,13.703015387000503
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Ho ppm,2.150753846750126
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Er ppm,5.576130770125189
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Tm ppm,0.7253769233750631
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Yb ppm,4.450753846750127
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Lu ppm,0.625376923375063
124,Elliot Lake,,Canada,Alluvial/Placer,51.602,Y ppm,57.23593077787684
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,La ppm,168.35577272186828
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Ce ppm,317.013889890227
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Pr ppm,31.615244678915772
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Nd ppm,101.78557817537138
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Sm ppm,17.24707501720578
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Eu ppm,0.863605364855649
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Gd ppm,10.780737698251322
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Tb ppm,1.7376045481878315
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Dy ppm,6.47048730548284
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Ho ppm,0.8729688244323295
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Er ppm,2.6235490954721317
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Yb ppm,2.1306195541100603
125,Eco Ridge - HWZ,Ontario,Canada,Alluvial/Placer,49.18,Y ppm,4.272716960036436
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,La ppm,319.74246470472013
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Ce ppm,605.6225423265192
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Pr ppm,58.8911112912576
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Nd ppm,195.53336987447835
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Sm ppm,33.962513302181286
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Eu ppm,1.727210729711298
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Gd ppm,22.889965071255922
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Tb ppm,3.400845236184668
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Dy ppm,14.812332439678285
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Ho ppm,2.6189064732969882
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Er ppm,6.121614556101642
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Tm ppm,0.8756025501477219
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Yb ppm,4.3909866017052375
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Lu ppm,0.8793788008242449
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Y ppm,60.93438701224966
126,Eco Ridge - MCB,Ontario,Canada,Alluvial/Placer,59.303,Sc ppm,5.117487105856732
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,La ppm,3451.6461850101286
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Ce ppm,6755.846697538387
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Pr ppm,741.6765508459159
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Sm ppm,293.2002752924983
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Eu ppm,60.45237553989543
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Gd ppm,139.68137931034482
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Tb ppm,10.860028426173947
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Dy ppm,39.993297587131366
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Ho ppm,4.364844122161648
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Er ppm,8.307905468995086
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Tm ppm,1.9263256103249884
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Lu ppm,0.703503040659396
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Y ppm,74.01877668148725
127,Niobec REE Zone,Quebec,Canada,Carbonatite,466.8,Sc ppm,27.642763501363188
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,La ppm,3576.6746724583563
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Ce ppm,6801.279416718607
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Pr ppm,742.9597841498879
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Nd ppm,2572.99888783769
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Sm ppm,281.1644833654469
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Eu ppm,60.028325882383605
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Gd ppm,130.165970581143
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Tb ppm,11.29754943530705
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Dy ppm,35.73637615192575
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Ho ppm,4.364844122161648
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Er ppm,7.873787677824068
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Tm ppm,0.8756025501477219
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Yb ppm,0.8781973203410475
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Lu ppm,0.8793788008242449
128,Saint-Honoré Complex,Quebec,Canada,Carbonatite,1058.2,Y ppm,513.3510245775157
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,La ppm,3171.7016046639383
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Ce ppm,6110.7505197859045
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Pr ppm,644.212181758867
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Nd ppm,2074.2735796428087
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Sm ppm,214.20474879559535
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Eu ppm,41.04916865129508
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Gd ppm,72.06574015466329
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Tb ppm,72.16675234452893
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Dy ppm,20.50403428554312
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Ho ppm,2.6189064732969882
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Er ppm,4.6053441624029965
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Tm ppm,0.8756025501477219
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Yb ppm,2.868334025136263
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Lu ppm,0.23405652839176833
129,Montviel,Quebec,Canada,Carbonatite,250.60000000000002,Y ppm,57.952739206642015
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,La ppm,972.0545086243939
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Ce ppm,1750.2193516938826
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Pr ppm,179.43787520465708
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Nd ppm,643.0099857346647
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Sm ppm,103.4824501032347
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Eu ppm,25.90816094566947
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Gd ppm,69.40689655172415
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Tb ppm,26.064068222817472
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Dy ppm,43.5656836461126
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Ho ppm,8.729688244323295
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Er ppm,17.49032730314755
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Yb ppm,17.56394640682095
130,Clay - Howells,Ontario,Canada,Carbonatite,11.971,Y ppm,196.85844862097673
131,Lavergne-Springer,,Canada,Carbonatite,49.595,La ppm,1921.9941982083606
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Ce ppm,3410.214992425732
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Pr ppm,566.4023779442665
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Nd ppm,1233.6391078721954
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Sm ppm,160.8151076715199
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Eu ppm,36.410730554683205
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Gd ppm,90.50886025079002
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Tb ppm,8.688022740939157
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Dy ppm,36.73572289431797
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Ho ppm,8.729688244323295
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Er ppm,10.635261628813804
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Yb ppm,8.781973203410475
131,Lavergne-Springer,,Canada,Carbonatite,49.595,Y ppm,161.52562185959653
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,La ppm,3076.960456108417
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Ce ppm,5746.373625396686
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Pr ppm,618.2653655683146
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Nd ppm,2208.0000996150584
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Sm ppm,284.0192697585486
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Eu ppm,66.36735932546182
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Gd ppm,156.67625079734344
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Tb ppm,15.912559416253396
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Dy ppm,63.068154504869995
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Ho ppm,8.911947383378973
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Er ppm,18.734104138524426
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Tm ppm,1.8364579766830114
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Yb ppm,11.604029152198141
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Lu ppm,1.7628763744772544
133,Ashram (Eldor),,Canada,Carbonatite ,422.74,Y ppm,10.404728521682063
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,La ppm,1563.6269916967194
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Ce ppm,3332.8413966153134
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Pr ppm,377.3971959366269
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Nd ppm,1370.9715643723002
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Sm ppm,249.2250867604563
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Eu ppm,12.334305329097146
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Gd ppm,196.6561283676628
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Tb ppm,32.07922927807504
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Dy ppm,184.38526385547152
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Ho ppm,35.72494823803925
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Er ppm,101.31011448747097
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Tm ppm,14.571050829827307
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Yb ppm,91.5804714273118
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Lu ppm,14.070060813187919
134,Foxtrot,,Canada,Felsic Volcanic,14.393999999999998,Y ppm,1015.9605501855989
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,La ppm,41.43037669753313
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Ce ppm,71.7163051425786
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Pr ppm,8.957100084775432
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Nd ppm,34.40596104384757
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Sm ppm,6.797664394152278
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Eu ppm,1.4631451511603
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Gd ppm,5.797806757187827
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Tb ppm,0.8688022740939157
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Dy ppm,5.135722215585942
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Ho ppm,1.0475625893187954
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Er ppm,2.973355641535083
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Tm ppm,0.43780127507386096
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Yb ppm,2.9858708891595613
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Lu ppm,0.43968940041212246
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Y ppm,31.831991815663887
135,Buckton,Alberta,Canada,Shale-hosted,4712.05,Sc ppm,11.957442512777101
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,La ppm,39.734859738505925
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Ce ppm,69.58189129904947
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Pr ppm,8.971893760232854
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Nd ppm,33.779457917261055
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Sm ppm,6.640123881624226
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Eu ppm,1.4681291202546032
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Gd ppm,5.812827586206897
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Tb ppm,0.9556825015033074
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Dy ppm,5.402144772117963
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Ho ppm,1.0475625893187954
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Er ppm,3.060807278050821
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Tm ppm,0.43780127507386096
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Yb ppm,3.0736906211936663
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Lu ppm,0.6155651605769714
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Y ppm,30.94614812321754
136,Buckton south,Alberta,Canada,Shale-hosted,496.698,Sc ppm,14.277748129241836
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,La ppm,12628.336264062658
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Ce ppm,26012.380272813825
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Pr ppm,2784.7223677278516
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Nd ppm,7942.882899656626
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Sm ppm,661.4186990878004
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Eu ppm,206.7224949102586
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Gd ppm,309.9007058390618
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Tb ppm,45.21010581947641
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Dy ppm,140.88031855774085
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Er ppm,31.205109645943313
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Yb ppm,91.39799691340937
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Lu ppm,22.88023974277187
143,Bayan Obo,Inner Mongolia,China,Carbonatite,1540.0,Y ppm,157.49384305577905
152,Karrat,,Greenland,Alkaline,26.3,La ppm,2245.0
152,Karrat,,Greenland,Alkaline,26.3,Ce ppm,5036.9
152,Karrat,,Greenland,Alkaline,26.3,Pr ppm,470.1
152,Karrat,,Greenland,Alkaline,26.3,Nd ppm,2003.6
152,Karrat,,Greenland,Alkaline,26.3,Sm ppm,358.2
152,Karrat,,Greenland,Alkaline,26.3,Eu ppm,106.0
152,Karrat,,Greenland,Alkaline,26.3,Gd ppm,270.1
152,Karrat,,Greenland,Alkaline,26.3,Tb ppm,38.8
152,Karrat,,Greenland,Alkaline,26.3,Dy ppm,180.8
152,Karrat,,Greenland,Alkaline,26.3,Ho ppm,28.2
152,Karrat,,Greenland,Alkaline,26.3,Er ppm,69.1
152,Karrat,,Greenland,Alkaline,26.3,Tm ppm,7.9
152,Karrat,,Greenland,Alkaline,26.3,Yb ppm,42.6
152,Karrat,,Greenland,Alkaline,26.3,Lu ppm,5.5
152,Karrat,,Greenland,Alkaline,26.3,Y ppm,721.5
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,La ppm,529.854975139648
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Ce ppm,859.0588837436023
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Pr ppm,88.86447152992542
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Nd ppm,278.6376604850214
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Sm ppm,49.32663454920854
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Eu ppm,40.41673107524438
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Gd ppm,40.60303448275862
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Tb ppm,40.65994642759526
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Dy ppm,4.530831099195711
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Ho ppm,9.078875774096229
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Er ppm,4.547485098818363
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Tm ppm,4.553133260768155
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Yb ppm,25.11644336175396
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Lu ppm,4.5727697642860745
153,Motzfeldt (Aries),,Greenland,Alkaline,340.0,Y ppm,243.6320160133208
154,Tanbreez,,Greenland,Alkaline,4300.0,La ppm,1157.0
154,Tanbreez,,Greenland,Alkaline,4300.0,Ce ppm,2145.0000000000005
154,Tanbreez,,Greenland,Alkaline,4300.0,Pr ppm,208.00000000000003
154,Tanbreez,,Greenland,Alkaline,4300.0,Nd ppm,780.0
154,Tanbreez,,Greenland,Alkaline,4300.0,Sm ppm,149.5
154,Tanbreez,,Greenland,Alkaline,4300.0,Eu ppm,19.5
154,Tanbreez,,Greenland,Alkaline,4300.0,Gd ppm,162.5
154,Tanbreez,,Greenland,Alkaline,4300.0,Tb ppm,32.5
154,Tanbreez,,Greenland,Alkaline,4300.0,Dy ppm,188.50000000000003
154,Tanbreez,,Greenland,Alkaline,4300.0,Ho ppm,39.0
154,Tanbreez,,Greenland,Alkaline,4300.0,Er ppm,156.0
154,Tanbreez,,Greenland,Alkaline,4300.0,Tm ppm,19.5
154,Tanbreez,,Greenland,Alkaline,4300.0,Yb ppm,130.0
154,Tanbreez,,Greenland,Alkaline,4300.0,Lu ppm,19.5
154,Tanbreez,,Greenland,Alkaline,4300.0,Y ppm,1235.0000000000002
155,Kvanefjeld,Kujalleq,Greenland,Alkaline,619.0,Y ppm,680.3427984340956
156,Sørensen,,Greenland,Alkaline,242.0,Y ppm,704.7532460630968
157,Zone 3,,Greenland,Alkaline,95.0,Y ppm,764.5982144438738
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,La ppm,2552.9233398970764
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Ce ppm,6010.888048086624
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Pr ppm,704.7676202155016
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Nd ppm,2328.0511386025305
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Sm ppm,231.8707540395839
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Eu ppm,51.57478215721862
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Gd ppm,126.5851651679997
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Tb ppm,10.203268185242877
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Dy ppm,24.822092784575464
158,Sarfartoq ST-1 Zone,Qaasuitsup,Greenland,Carbonatite,12.421,Y ppm,46.97108198296432
167,Mrima Hill,,Kenya,Carbonatite,159.4,La ppm,8657.572166225213
167,Mrima Hill,,Kenya,Carbonatite,159.4,Ce ppm,14134.836186210108
167,Mrima Hill,,Kenya,Carbonatite,159.4,Pr ppm,1428.319443119538
167,Mrima Hill,,Kenya,Carbonatite,159.4,Nd ppm,4968.79014653739
167,Mrima Hill,,Kenya,Carbonatite,159.4,Sm ppm,696.8981456615095
167,Mrima Hill,,Kenya,Carbonatite,159.4,Eu ppm,196.0617145792516
167,Mrima Hill,,Kenya,Carbonatite,159.4,Gd ppm,502.78906675896684
167,Mrima Hill,,Kenya,Carbonatite,159.4,Tb ppm,61.734728564379836
167,Mrima Hill,,Kenya,Carbonatite,159.4,Dy ppm,307.91263148334406
167,Mrima Hill,,Kenya,Carbonatite,159.4,Ho ppm,53.857357066185514
167,Mrima Hill,,Kenya,Carbonatite,159.4,Er ppm,133.33960596249318
167,Mrima Hill,,Kenya,Carbonatite,159.4,Tm ppm,16.636448452806718
167,Mrima Hill,,Kenya,Carbonatite,159.4,Yb ppm,90.18601653276522
167,Mrima Hill,,Kenya,Carbonatite,159.4,Lu ppm,12.311303211539427
167,Mrima Hill,,Kenya,Carbonatite,159.4,Y ppm,1516.8410294938722
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,La ppm,367.7958892694997
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Ce ppm,437.35487014040814
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Pr ppm,84.00413664282229
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Nd ppm,181.7867295603932
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Sm ppm,91.11559794591835
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Eu ppm,5.111362811600298
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Gd ppm,79.781706494109
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Tb ppm,34.44614068687157
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Dy ppm,136.45116375315578
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Ho ppm,12.667290446139868
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Er ppm,72.22577885956943
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Tm ppm,5.555829143043803
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Yb ppm,73.11471152245643
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Lu ppm,11.111658286087605
169,Kutessay II,Chui,Kyrgyzstan,Alkaline,18.011,Y ppm,594.0292519742433
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,La ppm,144.9554969001289
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Ce ppm,264.66731659761155
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Pr ppm,29.906312534109514
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Nd ppm,98.59486447931526
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Sm ppm,18.10942876806607
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Eu ppm,2.1590134121391227
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Gd ppm,14.74896551724138
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Tb ppm,2.258885912644181
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Dy ppm,13.06970509383378
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Ho ppm,2.7062033557402216
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Er ppm,7.870647286416396
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Tm ppm,1.1382833151920386
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Yb ppm,7.02557856272838
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Lu ppm,1.1431924410715184
173,Tantalus,,Madagascar,Laterite / Soil / Clay,435.0,Y ppm,74.80621047597116
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,La ppm,2442.3957453905346
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Ce ppm,4433.972300058759
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Pr ppm,475.3331685481706
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Nd ppm,1636.2188343839784
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Sm ppm,240.59639117801825
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Eu ppm,63.003443467554526
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Gd ppm,150.85203166871162
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Tb ppm,18.443707968470623
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Dy ppm,88.37934019497152
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Ho ppm,14.526454676130891
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Er ppm,34.53000544025277
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Tm ppm,4.556264287766381
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Yb ppm,24.92407632967925
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Lu ppm,3.472215286313468
174,Songwe Hill,,Malawi,Carbonatite,56.489999999999995,Y ppm,372.8588925678864
175,Kangankunde,,Malawi,Carbonatite,2.53,La ppm,10773.774673132404
175,Kangankunde,,Malawi,Carbonatite,2.53,Ce ppm,17991.230416768223
175,Kangankunde,,Malawi,Carbonatite,2.53,Pr ppm,1702.7799890849556
