row index,Country,Project,Status,Location Lat,Location Long,Mine Type,Company,Economic Mineralogy,Principal Process,Column 9,Mt,Column 11,Column 12
80,Kosovo,Çikatovë (Čikatovo),C&M,,,,unknown,,,Inferred,10,%Ni,1.175
80,Kosovo,Çikatovë (Čikatovo),C&M,,,,unknown,,,Inferred,10,%Co,0.06
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Measured,3.2,%Cu,1.16
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Measured,3.2,%Ni,1.4
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Measured,3.2,%Co,0.13
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Measured,3.2,%Mn,31.9
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Indicated,26.400000000000002,%Cu,1.15
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Indicated,26.400000000000002,%Ni,1.35
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Indicated,26.400000000000002,%Co,0.13
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Indicated,26.400000000000002,%Mn,31.1
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Inferred,684,%Cu,1.08
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Inferred,684,%Ni,1.3
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Inferred,684,%Co,0.18
81,Int'l Waters,Clarion-Clipperton (DeepGreen),Deposit,,,DSM,DeepGreen Metals,,beneficiation,Inferred,684,%Mn,31.1
82,Int'l Waters,Clarion-Clipperton (KIOST-Korea),Deposit,,,DSM,Korean Institute of Ocean Science & Technology (KIOST),,beneficiation,Inferred,188.4,%Cu,1.02
82,Int'l Waters,Clarion-Clipperton (KIOST-Korea),Deposit,,,DSM,Korean Institute of Ocean Science & Technology (KIOST),,beneficiation,Inferred,188.4,%Ni,1.19
82,Int'l Waters,Clarion-Clipperton (KIOST-Korea),Deposit,,,DSM,Korean Institute of Ocean Science & Technology (KIOST),,beneficiation,Inferred,188.4,%Co,0.22
82,Int'l Waters,Clarion-Clipperton (KIOST-Korea),Deposit,,,DSM,Korean Institute of Ocean Science & Technology (KIOST),,beneficiation,Inferred,188.4,%Mn,27.7
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Measured,1.4560000000000002,%Cu,1.05
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Measured,1.4560000000000002,%Ni,1.33
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Measured,1.4560000000000002,%Co,0.23
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Measured,1.4560000000000002,%Mn,27.57
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Indicated,38.136,%Cu,1.18
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Indicated,38.136,%Ni,1.35
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Indicated,38.136,%Co,0.21
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Indicated,38.136,%Mn,30.32
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Inferred,383.76800000000003,%Cu,1.14
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Inferred,383.76800000000003,%Ni,1.29
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Inferred,383.76800000000003,%Co,0.2
83,Int'l Waters,Clarion-Clipperton (Nautilus),Deposit,,,DSM,Nautilus Minerals,,beneficiation,Inferred,383.76800000000003,%Mn,29.05
84,Int'l Waters,Clarion-Clipperton (Russia),Deposit,,,DSM,Yuzhmorgeologia,,beneficiation,Inferred,448,%Cu,1.1
84,Int'l Waters,Clarion-Clipperton (Russia),Deposit,,,DSM,Yuzhmorgeologia,,beneficiation,Inferred,448,%Ni,1.39
84,Int'l Waters,Clarion-Clipperton (Russia),Deposit,,,DSM,Yuzhmorgeologia,,beneficiation,Inferred,448,%Co,0.23
84,Int'l Waters,Clarion-Clipperton (Russia),Deposit,,,DSM,Yuzhmorgeologia,,beneficiation,Inferred,448,%Mn,29.3
85,Int'l Waters,Clarion-Clipperton (Russian-led JV),Deposit,,,DSM,InterOcean Metal Joint Organisation ('IOM'),,beneficiation,Inferred,33.7,%Cu,1.29080118694362
85,Int'l Waters,Clarion-Clipperton (Russian-led JV),Deposit,,,DSM,InterOcean Metal Joint Organisation ('IOM'),,beneficiation,Inferred,33.7,%Ni,1.3145400593471808
85,Int'l Waters,Clarion-Clipperton (Russian-led JV),Deposit,,,DSM,InterOcean Metal Joint Organisation ('IOM'),,beneficiation,Inferred,33.7,%Co,0.1572700296735905
85,Int'l Waters,Clarion-Clipperton (Russian-led JV),Deposit,,,DSM,InterOcean Metal Joint Organisation ('IOM'),,beneficiation,Inferred,33.7,%Mn,32.64094955489614
86,Australia,Claude Hills,Deposit,,,OC,Metals X,,HPAL,Inferred,33.3,%Ni,0.81
86,Australia,Claude Hills,Deposit,,,OC,Metals X,,HPAL,Inferred,33.3,%Co,0.07
87,Australia,Cliffs,C&M,,,UG,BHP Group,,F,Measured,0.87,%Ni,3.4
87,Australia,Cliffs,C&M,,,UG,BHP Group,,F,Indicated,5.1,%Ni,1.5811764705882354
87,Australia,Cliffs,C&M,,,UG,BHP Group,,F,Inferred,3.52,%Ni,1.3607954545454546
87,Australia,Cliffs,C&M,,,UG,BHP Group,,F,Probable,0.55,%Ni,2
88,Australia,Coglia-Mineral Patch Hill,Deposit,,,OC,White Cliff Minerals,,HPAL?,Inferred,7.5,%Ni,0.8
88,Australia,Coglia-Mineral Patch Hill,Deposit,,,OC,White Cliff Minerals,,HPAL?,Inferred,7.5,%Co,0.09
89,Australia,Collerina-Homeville,Deposit,,,OC,Alpha HPA,,HPAL?,Indicated,2.2,%Ni,0.97
89,Australia,Collerina-Homeville,Deposit,,,OC,Alpha HPA,,HPAL?,Indicated,2.2,%Co,0.04
89,Australia,Collerina-Homeville,Deposit,,,OC,Alpha HPA,,HPAL?,Indicated,2.2,%Fe,19
89,Australia,Collerina-Homeville,Deposit,,,OC,Alpha HPA,,HPAL?,Inferred,18.8,%Ni,0.84
89,Australia,Collerina-Homeville,Deposit,,,OC,Alpha HPA,,HPAL?,Inferred,18.8,%Co,0.06
89,Australia,Collerina-Homeville,Deposit,,,OC,Alpha HPA,,HPAL?,Inferred,18.8,%Fe,23
90,Australia,Collurabbie-Olympia,Deposit,,,UG,Rox Resources,,F,Inferred,0.573,%Cu,1.19
90,Australia,Collurabbie-Olympia,Deposit,,,UG,Rox Resources,,F,Inferred,0.573,%Ni,1.63
90,Australia,Collurabbie-Olympia,Deposit,,,UG,Rox Resources,,F,Inferred,0.573,%Co,0.082
90,Australia,Collurabbie-Olympia,Deposit,,,UG,Rox Resources,,F,Inferred,0.573,g/t Pt,0.85
90,Australia,Collurabbie-Olympia,Deposit,,,UG,Rox Resources,,F,Inferred,0.573,g/t Pd,1.49
91,Australia,Cookes Creek-Anomaly Hill,Deposit,,,UG,Cuvier Resources,,F,Inferred,0.478,%Ni,0.9
92,Australia,Corkwood,Deposit,,,UG,Sayona Mining,,F,Inferred,0.225,%Cu,0.24
92,Australia,Corkwood,Deposit,,,UG,Sayona Mining,,F,Inferred,0.225,%Ni,0.65
92,Australia,Corkwood,Deposit,,,UG,Sayona Mining,,F,Inferred,0.225,%Co,0.03
93,Australia,Coronation Dam-Duck Hill,Deposit,,,OC,White Cliff Minerals,,HPAL,Inferred,5.7,%Ni,1
93,Australia,Coronation Dam-Duck Hill,Deposit,,,OC,White Cliff Minerals,,HPAL,Inferred,5.7,%Co,0.08
94,Australia,Cosmic Boy-Seagull,C&M,,,UG,Western Areas,,F,Indicated,0.3759,%Ni,2.384996009577015
95,Australia,Cosmos Group,C&M,,,UG,Western Areas,,F,Indicated,9.476184,%Ni,2.4598998605345783
95,Australia,Cosmos Group,C&M,,,UG,Western Areas,,F,Inferred,0.926154,%Ni,3.5858948943696185
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Measured,204.87019099999998,%Ni,0.23903817227368132
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Measured,204.87019099999998,%Co,0.013000000000000001
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Measured,204.87019099999998,g/t Pt,0.0029038172273681342
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Measured,204.87019099999998,g/t Pd,0.007549924791157149
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Measured,204.87019099999998,%Fe,6.7531938697221205
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Indicated,395.519863,%Ni,0.26141342699140246
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Indicated,395.519863,%Co,0.013
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Indicated,395.519863,g/t Pt,0.0056554769690542695
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Indicated,395.519863,g/t Pd,0.014395759557592687
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Indicated,395.519863,%Fe,6.582367494246427
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Inferred,310.496262,%Ni,0.22710436153334432
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Inferred,310.496262,%Co,0.012999999999999998
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Inferred,310.496262,g/t Pt,0.0029932632683352563
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Inferred,310.496262,g/t Pd,0.0062003310558373164
96,Canada,Crawford,Deposit,,,,Canada Nickel Company,,,Inferred,310.496262,%Fe,6.687996689441627
97,USA,Crescent Creek,Deposit,,,,unknown,,,Inferred,0.36288000000000004,%Cu,0.16
97,USA,Crescent Creek,Deposit,,,,unknown,,,Inferred,0.36288000000000004,%Ni,0.23
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Measured,5.581174,%Cu,0.01554223366330867
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Measured,5.581174,g/t Au,0.03
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Measured,5.581174,%Ni,0.11240231217618901
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Measured,5.581174,g/t Pt,2.48
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Measured,5.581174,g/t Pd,1.04
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Measured,5.581174,g/t Rh,0.41
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Indicated,28.550511,%Cu,0.01554223366330867
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Indicated,28.550511,g/t Au,0.02
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Indicated,28.550511,%Ni,0.11240231217618901
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Indicated,28.550511,g/t Pt,2.55
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Indicated,28.550511,g/t Pd,1.05
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Indicated,28.550511,g/t Rh,0.42
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Inferred,22.069275,%Cu,0.01554223366330867
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Inferred,22.069275,g/t Au,0.03
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Inferred,22.069275,%Ni,0.11240231217618901
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Inferred,22.069275,g/t Pt,2.56
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Inferred,22.069275,g/t Pd,1.06
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Inferred,22.069275,g/t Rh,0.43
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Proven,1.96,%Cu,0.01554223366330867
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Proven,1.96,g/t Au,0.03
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Proven,1.96,%Ni,0.11240231217618901
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Proven,1.96,g/t Pt,2.58
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Proven,1.96,g/t Pd,1.08
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Proven,1.96,g/t Rh,0.43
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Probable,22.165,%Cu,0.01554223366330867
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Probable,22.165,g/t Au,0.03
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Probable,22.165,%Ni,0.11240231217618901
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Probable,22.165,g/t Pt,2.54
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Probable,22.165,g/t Pd,1.05
98,South Africa,Crocodile River,,,,,"Eastern Pt, Gubevu",,,Probable,22.165,g/t Rh,0.42
99,Dominican Rep.,Cumpié Hill-Cerro de Maimon,Deposit,,,,Perilya Mines (Zhongjin),,,Indicated,3,%Ni,1.49
99,Dominican Rep.,Cumpié Hill-Cerro de Maimon,Deposit,,,,Perilya Mines (Zhongjin),,,Inferred,3.2,%Ni,1.5
100,Indonesia,Cycloops (Cyclops),Deposit,,,OC,unknown,,DSO?,Inferred,13,%Ni,1.31
101,Norway,Dalen (Espedalen),Deposit,,,,unknown,,,Indicated,4.625,%Cu,0.12
101,Norway,Dalen (Espedalen),Deposit,,,,unknown,,,Indicated,4.625,%Ni,0.29
101,Norway,Dalen (Espedalen),Deposit,,,,unknown,,,Indicated,4.625,%Co,0.02
101,Norway,Dalen (Espedalen),Deposit,,,,unknown,,,Inferred,5.438,%Cu,0.11
101,Norway,Dalen (Espedalen),Deposit,,,,unknown,,,Inferred,5.438,%Ni,0.25
101,Norway,Dalen (Espedalen),Deposit,,,,unknown,,,Inferred,5.438,%Co,0.02
102,Canada,Decar-Baptiste,Deposit,,,,FPX Nickel Corp,,,Indicated,1906.63,%Ni,0.121
102,Canada,Decar-Baptiste,Deposit,,,,FPX Nickel Corp,,,Inferred,504.88,%Ni,0.097
103,Canada,Denison,Deposit,,,,Lonmin,,,Indicated,0.575,%Cu,0.57
103,Canada,Denison,Deposit,,,,Lonmin,,,Indicated,0.575,g/t Au,0.94
103,Canada,Denison,Deposit,,,,Lonmin,,,Indicated,0.575,%Ni,0.4
103,Canada,Denison,Deposit,,,,Lonmin,,,Indicated,0.575,%Co,0.01
103,Canada,Denison,Deposit,,,,Lonmin,,,Indicated,0.575,g/t Pt,3.1
103,Canada,Denison,Deposit,,,,Lonmin,,,Indicated,0.575,g/t Pd,2.23
103,Canada,Denison,Deposit,,,,Lonmin,,,Inferred,0.382,%Cu,0.61
103,Canada,Denison,Deposit,,,,Lonmin,,,Inferred,0.382,g/t Au,1.32
103,Canada,Denison,Deposit,,,,Lonmin,,,Inferred,0.382,%Ni,0.51
103,Canada,Denison,Deposit,,,,Lonmin,,,Inferred,0.382,%Co,0.02
103,Canada,Denison,Deposit,,,,Lonmin,,,Inferred,0.382,g/t Pt,3.66
103,Canada,Denison,Deposit,,,,Lonmin,,,Inferred,0.382,g/t Pd,4.49
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Measured,152.7,%Cu,0.039823182711198425
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Measured,152.7,g/t Au,0.1363741060903733
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Measured,152.7,%Ni,0.14337917485265225
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Measured,152.7,g/t Pt,2.3226248722986247
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Measured,152.7,g/t Pd,1.4219295088408643
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Measured,152.7,g/t Rh,0.2932561886051081
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Indicated,214.3,%Cu,0.040387307512832475
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Indicated,214.3,g/t Au,0.13281717218852077
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Indicated,214.3,%Ni,0.1441997200186654
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Indicated,214.3,g/t Pt,2.2868516472235183
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Indicated,214.3,g/t Pd,1.4019297246850206
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Indicated,214.3,g/t Rh,0.29033799346710215
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Inferred,200.5,%Cu,0.050817955112219454
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Inferred,200.5,g/t Au,0.1637388927680798
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Inferred,200.5,%Ni,0.1593715710723192
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Inferred,200.5,g/t Pt,2.3884704339152116
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Inferred,200.5,g/t Pd,1.431572558603491
104,South Africa,Der Brochen,,,,,Anglo American Pt,,,Inferred,200.5,g/t Rh,0.27577921197007477
105,Albania,Devolli Group,Deposit,,,,unknown,,,Inferred,166.31499999999997,%Ni,0.8449089979857503
105,Albania,Devolli Group,Deposit,,,,unknown,,,Inferred,166.31499999999997,%Co,0.057316598021826065
105,Albania,Devolli Group,Deposit,,,,unknown,,,Inferred,166.31499999999997,%Cr,42.397044163184326
105,Albania,Devolli Group,Deposit,,,,unknown,,,Inferred,166.31499999999997,%Fe,9.517667678802274
106,Australia,Diggers,Operating,,,UG,Western Areas,,F,Indicated,8.4149,%Ni,1.0180905298934033
106,Australia,Diggers,Operating,,,UG,Western Areas,,F,Inferred,1.6133000000000002,%Ni,0.7427198909068368
106,Australia,Diggers,Operating,,,UG,Western Areas,,F,Probable,2.109,%Ni,1.4264580369843527
107,Botswana,Dikoloti,Deposit,,,,unknown,,,Inferred,4.1,%Cu,0.5
107,Botswana,Dikoloti,Deposit,,,,unknown,,,Inferred,4.1,%Ni,0.7
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Indicated,67.89,%Ni,1.2174723817940787
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Indicated,67.89,%Fe,30.98447193990278
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Indicated,67.89,%H2O,34.999281918713194
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Inferred,22,%Ni,1.1192
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Inferred,22,%Fe,21.328799999999998
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Inferred,22,%H2O,34.99970454411157
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Probable,35.694,%Ni,1.3618577351935899
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Probable,35.694,%Fe,39.110720569283345
108,Philippines,Dinapigue,Deposit,,,OC,Nickel Asia Corp,,DSO,Probable,35.694,%H2O,34.99899841567569
109,Brazil,Diorama,Deposit,,,,unknown,,,Inferred,11.104,%Ni,1.33
110,New Caledonia,Doniambo-SLN Group,Operating,,,OC,Eramet-Société Le Nickel (SLN),,RKEF,Measured,39.4,%Ni,2.39
110,New Caledonia,Doniambo-SLN Group,Operating,,,OC,Eramet-Société Le Nickel (SLN),,RKEF,Indicated,65.7,%Ni,2.42
110,New Caledonia,Doniambo-SLN Group,Operating,,,OC,Eramet-Société Le Nickel (SLN),,RKEF,Inferred,84.5,%Ni,2.43
110,New Caledonia,Doniambo-SLN Group,Operating,,,OC,Eramet-Société Le Nickel (SLN),,RKEF,Proven,17.1,%Ni,2.61
110,New Caledonia,Doniambo-SLN Group,Operating,,,OC,Eramet-Société Le Nickel (SLN),,RKEF,Probable,19.2,%Ni,2.46
111,Australia,Duketon-C2,Deposit,,,UG,Duketon Mining,,F,Inferred,5.721787,%Cu,0.04
111,Australia,Duketon-C2,Deposit,,,UG,Duketon Mining,,F,Inferred,5.721787,%Ni,0.7
111,Australia,Duketon-C2,Deposit,,,UG,Duketon Mining,,F,Inferred,5.721787,g/t Pt,0.061
111,Australia,Duketon-C2,Deposit,,,UG,Duketon Mining,,F,Inferred,5.721787,g/t Pd,0.082
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Indicated,1.41,%Cu,0.4
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Indicated,1.41,%Ni,1.7
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Indicated,1.41,g/t Pt,0.8
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Indicated,1.41,g/t Pd,1
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Inferred,0.53,%Cu,0.4
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Inferred,0.53,%Ni,1.6
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Inferred,0.53,g/t Pt,0.9
112,Australia,Duketon-Rosie,Deposit,,,UG,Duketon Mining,,F,Inferred,0.53,g/t Pd,1.3
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Measured,372.1,%Ni,0.28
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Measured,372.1,%Co,0.0112
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Measured,372.1,g/t Pt,0.011
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Measured,372.1,g/t Pd,0.024
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Indicated,1293.5,%Ni,0.26
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Indicated,1293.5,%Co,0.0106
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Indicated,1293.5,g/t Pt,0.008
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Indicated,1293.5,g/t Pd,0.017
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Inferred,499.8,%Ni,0.26
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Inferred,499.8,%Co,0.0101
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Inferred,499.8,g/t Pt,0.006
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Inferred,499.8,g/t Pd,0.014
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Proven,163.14,%Ni,0.33
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Proven,163.14,%Co,0.0114
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Proven,163.14,g/t Pt,0.013
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Proven,163.14,g/t Pd,0.031
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Probable,864.908,%Ni,0.26
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Probable,864.908,%Co,0.0106
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Probable,864.908,g/t Pt,0.008
113,Canada,Dumont,Deposit,,,,RNC Minerals,,,Probable,864.908,g/t Pd,0.017
114,Canada,Dundonald,Deposit,,,,Class 1 Nickel,,,Inferred,0.116,%Ni,3.16
115,USA,Dunka Pit,Deposit,,,,unknown,,,Inferred,246.7584,%Cu,0.25
115,USA,Dunka Pit,Deposit,,,,unknown,,,Inferred,246.7584,%Ni,0.05813953488372093
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Indicated,101.3,%Ni,0.9277690029615006
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Indicated,101.3,%Co,0.028427443237907205
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Indicated,101.3,%Fe,8.662319651732105
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Indicated,101.3,%SiO2,65.75008884501482
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Inferred,5.42,%Ni,0.814520295202952
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Inferred,5.42,%Co,0.02285239852398524
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Inferred,5.42,%Fe,7.3544489514010944
116,Tanzania,Dutwa (Wamangola-Ngasamo),Deposit,,,,African Eagle,,ATL?,Inferred,5.42,%SiO2,54.38062730627307
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Measured,1.868,%Cu,2.4
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Measured,1.868,g/t Au,0.3
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Measured,1.868,%Ni,2.6
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Measured,1.868,%Co,0.1
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Measured,1.868,g/t Pt,0.64
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Measured,1.868,g/t Pd,0.43
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Indicated,2.113,%Cu,3.268622811168954
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Indicated,2.113,g/t Au,0.3835778513961193
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Indicated,2.113,%Ni,4.113393279697113
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Indicated,2.113,%Co,0.09999999999999999
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Indicated,2.113,g/t Pt,0.64
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Indicated,2.113,g/t Pd,0.43
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Inferred,0.313,%Cu,1.3632587859424918
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Inferred,0.313,g/t Au,0.1926517571884984
117,USA,Eagle-Eagle East (USA),Deposit,46.74852,-87.88151,,Lundin Mining,,,Inferred,0.313,%Ni,1.6485623003194885
