Country,Project,Status,Location,Location,Mine,Company,Economic,Principal,Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Mineral Resources (including reserves),Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves,Ore Reserves
South Africa,Nkomati,Operating,,,,"African Rainbow Min, Norilsk Nickel",,,78.11,0.13,0.09343641833077321,,,,,,0.33,0.02,0.2076120071684588,0.5255151561699949,0.09343641833077321,,,3.0953061031440865,,,,,,94.09,0.15,0.12343641833077312,,,,,,0.37,0.02,0.2076120071684588,0.5255151561699949,0.12343641833077312,,,3.0953061031440865,,,,,,46.349999999999994,0.13087378640776698,0.11843641833077312,,,,,,0.4013592233009709,0.02,0.2076120071684588,0.5255151561699949,0.11843641833077312,,,6.21941736075853,,,,,,54.01,0.10934456582114423,0.07343641833077319,,,,,,0.298622477319015,0.019879651916311795,0.2076120071684588,0.5255151561699949,0.07343641833077319,,,4.559329493461436,,,,,,30.45,0.13,0.0834364183307732,,,,,,0.33,0.02,0.2076120071684588,0.5255151561699949,0.0834364183307732,,,,,,,,
Philippines,Nonoc,Care & Maint.,,,OC,Philnico Developments,,Caron?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,144.7,,,,,,,,1.1,0.11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Nord Kamennik,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,3.147,0.17,0.202,,,,,,0.13,,1.7100000000000002,2.565,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Indonesia,North Konawe Group (Hanking),C&M,,,,China Hanking Mining JV,,DSO,85.43587,,,,,,,,1.51,,,,,,,,,,,,,182.0712,,,,,,,,1.35,,,,,,,,,,,,,172.88400000000001,,,,,,,,1.0211184377964413,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Indonesia,North Konawe Group (Limonite),Operating,,,,PT Antam,,HPAL?,40.07,,,,,,,,1.418018467681557,0.14,,,,,,,42.218951834289996,10.06913900673821,,,,57.67,,,,,,,,1.4144165077163169,0.0990098838217444,,,,,,,38.6319438182764,12.550697069533554,,,,33.56,,,,,,,,1.3810876042908224,0.09524433849821215,,,,,,,34.79518772348033,16.282187127532776,,,,22.369999999999997,,,,,,,,1.3819982118909253,1.1482253017434063,,,,,,,41.364595440321864,10.639588734912829,,,,42.129999999999995,,,,,,,,1.3752314265369097,0.09384286731545219,,,,,,,38.32923807263233,12.770591027771188,,,
Indonesia,North Konawe Group (Saprolite),Operating,,,,PT Antam,,RKEF,30.419999999999998,,,,,,,,1.7022353714661407,0.045519395134779754,,,,,,,16.30905654174885,36.235062458908615,,,,56.47,,,,,,,,1.742854613068886,0.035801310430316986,,,,,,,15.84054010979281,36.723750664069414,,,,79.83,,,,,,,,1.5620969560315672,0.03970562445196042,,,,,,,15.267321808843795,37.40764875360141,,,,18.04,,,,,,,,1.67,0.04,,,,,,,13.55239467849224,38.18356984478936,,,,35.92,,,,,,,,1.6016146993318485,0.039999999999999994,,,,,,,14.897280066815146,37.55696826280624,,,
USA,NorthMet (Dunka Road),Deposit,47.6,-92,,Polymet Mining,,,237.2,0.27,0.035,0.97,,,,,0.08,0.0072,0.069,0.241,,,,,,,,,,412.2,0.23,0.032,0.87,,,,,0.07,0.007,0.063,0.21,,,,,,,,,,508.9,0.24,0.037,0.93,,,,,0.07,0.0066,0.072,0.234,,,,,,,,,,121.849,0.308,0.041,1.11,,,,,0.087,0.007481,0.082,0.282,,,,,,,,,,132.82,0.281,0.037,1.02,,,,,0.081,0.007406,0.078,0.256,,,,,,,,,
Canada,Norton Lake,Deposit,,,,Copper Lake Resources,,,1.769721,0.61,,,,,,,0.67,0.03,,0.46,,,,,,,,,,0.488933,0.61,,,,,,,0.67,0.03,,0.47,,,,,,,,,,0.198571,0.59,,,,,,,0.66,0.03,,0.47,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nova-Bollinger,Operating,,,UG,Independence Group,,F,12,0.8783333333333333,,,,,,,2.145916666666667,0.07,,,,,,,,,,,,1.1,0.39,,,,,,,0.88,0.04,,,,,,,,,,,,0.1,0.4,,,,,,,0.6,0.02,,,,,,,,,,,,10.2,0.79,,,,,,,1.93,0.07,,,,,,,,,,,,1.3,0.57,,,,,,,1.34,0.04,,,,,,,,,,,
Burundi,Nyabikere,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,1.45,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Nye Basin,Deposit,45.37,-109.8,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,54.432,0.52,,,,,,,0.59,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nyngan-Summervale,Deposit,,,OC,Alchemy Resources,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,6.63903,,,,,,,,0.82,0.04,,,,,,,19.7,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Nyngan-West Lynn,Deposit,,,OC,Alchemy Resources,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,14.701426,,,,,,,,0.85,0.05,,,,,,,20.2,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Indonesia,Obi Island,Deposit,,,,"Carnegie Minerals-50%, PT Antam-50% (?)",,DSO?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,1.2,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Old Nick,Deposit,,,,Huakan Int'l Mining,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,30.496085,,,,,,,,0.1602,0.0083,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Onça Puma,Operating,,,,Vale,,,60.7,,,,,,,,1.66,,,,,,,,,,,,,53.1,,,,,,,,1.38,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,60.7,,,,,,,,1.66,,,,,,,,,,,,,53.1,,,,,,,,1.38,,,,,,,,,,,,
Finland,Oravainen,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.3,0.16,,,,,,,0.95,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Hautalampi (Keretti),C&M,,,,Boliden,,,1.03,0.47,,,,,,0.06,0.47,0.13,,,,,,,,,,,,1.23,0.3,,,,,,0.07,0.42,0.11,,,,,,,,,,,,0.9,0.3,,,,,,0.1,0.4,0.1,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Riihilahti,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0.14,1.69,,,,,,,0.16,0.04,,,,,,,,,,,,0.559,0.72,0.3,6,,,,,0.03,0.09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Saramäki,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3.4,0.71,,,,,,0.63,0.05,0.09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Sarkalahti,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.19,0.33,,,,,,,1.02,0.027,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Särkiniemi,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0.1,0.35,,,,,,,0.7,0.05,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Valkeisenranta (Rytky),Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,1.54,0.29,,,,,,,0.71,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Outokumpu-Vuonos,Deposit,,,,Boliden,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.76,1.76,0.1,11,,,,1.33,0.13,0.14,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Owen,Deposit,,,,Sudbury Platinum,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.09261,0.27,,,,,,,0.53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Owendale,Deposit,,,OC,Platina Resources,,HPAL?,7.8,,,,,,,,0.13,0.07,0.42,,,,,,,,435,,,12.5,,,,,,,,0.11,0.06,0.26,,,,,,,,410,,,15.3,,,,,,,,0.08,0.05,0.22,,,,,,,,380,,,2.225,,,,,,,,0.13,0.09,,,,,,,,,560,,,1.765,,,,,,,,0.13,0.08,,,,,,,,,540,,
Australia,Pacific Highway,Deposit,,,OC,unclear,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.697,,,,,,,,0.9043,0.1157,,,,,,,,,39.5,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Pana-Eastern,Deposit,,,,unknown,,,1.103,0.17,0.264,,,,,,0.23,,2.5684,3.8525999999999994,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.103,0.17,0.264,,,,,,0.23,,2.5684,3.8525999999999994,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Russia,Pana-Western,Deposit,,,,unknown,,,12.713,0.16,0.149,,,,,,0.12,,1.4012000000000002,2.1018,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,12.713,0.16,0.149,,,,,,0.12,,1.4012000000000002,2.1018,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Pandora JV,,,,,Lonmin,,,21.34146341463415,0.01554223366330867,0.01536,,,,,,0.11240231217618901,,2.91456,1.33728,0.5327999999999999,,,,,,,,,147.6829268292683,0.01554223366330867,0.014719999999999999,,,,,,0.11240231217618901,,2.7931199999999996,1.28156,0.5105999999999999,,,,,,,,,21.09756097560976,0.01554223366330867,0.015104,,,,,,0.11240231217618901,,2.8659839999999996,1.314992,0.5239199999999999,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Panton,Deposit,,,UG,Panoramic Resources,,F,6.53,0.0636906584992343,0.3156202143950995,,,,,,0.24738131699846863,,2.1011944869831547,2.262434915773354,,,,,,,,,,5.63,0.0766785079928952,0.30539964476021314,,,,,,0.2780284191829485,,2.4182770870337476,2.6957904085257547,,,,,,,,,,2.16,0.10777777777777778,0.3022222222222222,,,,,,0.31277777777777777,,1.8555555555555554,1.9944444444444447,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Pardoo-Highway,Deposit,,,UG,Caeneus Minerals,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,50,0.1266,,,,,,,0.3034,0.03,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Patch-Gulch (Canegrass),Deposit,,,OC,Nickelore,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,0.78,,,,,,,,,,,,,27,,,,,,,,0.7,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Brazil,Pedra Branca (PGEs),Deposit,,,,ValOre Metals Corp,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,27.2,0.03,0.02,,,,,,0.18,0.01149,0.42,0.77,,,,0.5815674690631106,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Pelican,Deposit,,,OC,GSM Mining Company,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,5.39,,,,,,,,0.963,0.084,,,,,,,21.1,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Perttilahti,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.324,2.15,,,,,,1.89,0.14,0.15,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Botswana,Phikwe,C&M,,,,BCL,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,37.201156,0.42,,,,,,,0.46,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
China,Piaohechuan,,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.2,0.22,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazil,Piauí (São João do Piauí),Deposit,,,,Brazilian Nickel,,,52.887,,,,,,,,1.03,0.048,,,,,,0.69,12.477711752440467,,,,,19.324,,,,,,,,0.92,0.048,,,,,,0.84,12.771469540334246,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Pilanesburg-East / West Pits,,,,,"Sedibelo Pt Mines, Moepi",,,0.4,0.012,0.06,,,,,,0.044,,2.45,1.21,0.42,,,,,,,,,68.30000000000001,0.022102489019033677,0.06999999999999999,,,,,,0.10916251830161053,,1.6506002928257686,0.7999999999999998,0.22734992679355784,,,,,,,,,60,0.022766666666666664,0.06386666666666667,,,,,,0.11237499999999999,,1.1467666666666667,0.6584,0.14170000000000002,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,40.5,0.012,0.04395419753086419,,,,,,0.044,,1.8150632098765433,0.8960446913580246,0.31066956790123457,,,,,,,,
Cuba,Pinares de Mayari-Nicaro,Deposit,,,,unknown (Cuban Gov't?),,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,1.1,0.14,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Pitkin-State Forest,Deposit,,,OC,unclear,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.1209114,,,,,,,,0.33,0.04,,,,,,,,,53.9,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
South Africa,Platreef (Flatreef-Turfspruit),Deposit,,,,Ivanhoe Mines,,,0,,,,,,,,,,,,,,,,,,,,,346,0.16,0.28,,,,,,0.32,,1.68,1.7,0.11,,,,,,,,,506,0.16,0.26,,,,,,0.31,,1.42,1.46,0.1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,124.7,0.17,0.3,,,,,,0.34,,1.95,2.01,0.14,,,,,,,,
Indonesia,Pomalaa (Limonite),Operating,,,,PT Antam,,HPAL?,3.78,,,,,,,,1.41,0.13,,,,,,,38.94,16.92,,,,5.67,,,,,,,,1.38,0.13,,,,,,,38.99,16.34,,,,8.98,,,,,,,,1.41,0.11,,,,,,,29.8,18.82,,,,0.76,,,,,,,,1.63,0.13,,,,,,,38.59,17.45,,,,0.74,,,,,,,,1.59,0.16,,,,,,,41.15,13.62,,,
Indonesia,Pomalaa (Saprolite),Operating,,,,PT Antam,,RKEF,8.99,,,,,,,,1.93,0.03,,,,,,,13.81,42.84,,,,12.63,,,,,,,,1.79,0.03,,,,,,,13.04,42.59,,,,9.13,,,,,,,,1.73,0.03,,,,,,,12.38,42.76,,,,7.67,,,,,,,,1.89,0.03,,,,,,,13.53,43.16,,,,11.14,,,,,,,,1.75,0.03,,,,,,,12.85,42.68,,,
New Caledonia,Prony,Deposit,,,OC,Vale,,HPAL,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,1.38,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Prospect D-Barrow Creek,Deposit,,,UG,Kidman Resources,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,3.1638,0.5647188191415387,,,,,,,0.19743125355585053,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Pujada,Deposit,,,OC,Asiaticus Management Corp,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,1.3,0.06,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Indonesia,Pulau-Gag Island (Limonite),Deposit,,,,PT Antam,,HPAL?,5.56,,,,,,,,1.45,0.17,,,,,,,43.29,9.25,,,,19.73,,,,,,,,1.42,0.15,,,,,,,42.53,10.94,,,,103.42,,,,,,,,1.46,0.15,,,,,,,43.29,9.25,,,,1.37,,,,,,,,1.57,0.17,,,,,,,42.27,9.7,,,,4.14,,,,,,,,1.55,0.17,,,,,,,40.88,11.51,,,
Indonesia,Pulau-Gag Island (Saprolite),Deposit,,,,PT Antam,,RKEF,8.68,,,,,,,,2.06,0.05,,,,,,,16.25,36.46,,,,31.42,,,,,,,,1.97,0.04,,,,,,,15.34,38.83,,,,76.76,,,,,,,,1.88,0.04,,,,,,,16.26,37.6,,,,6.48,,,,,,,,1.96,0.05,,,,,,,16.2,36.32,,,,22.39,,,,,,,,1.87,0.04,,,,,,,15.4,38.9,,,
Philippines,Pulot,Deposit,,,OC,Oriental Peninsula,,DSO,4.642286,,,,,,,,1.43,0.08,,,,,,,34.3,,,,,3.123499,,,,,,,,1.58,0.06,,,,,,,21.86,,,,,1.89404,,,,,,,,1.59,0.06,,,,,,,19.75,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Cuba,Punta Gorda,Deposit,,,,unknown (Cuban Gov't?),,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,310,,,,,,,,1.3,0.11,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Puumala-Rantala,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.02,0.34,,,,,,,0.53,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Pyke Hill,Deposit,,,OC,"Cougar Metals, Admiralty Resources",,HPAL,4.2,,,,,,,,1,0.08,,,,,,,,,,,,6.3,,,,,,,,0.98,0.09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Quicksilver,Deposit,,,OC,Golden Mile Resources,,HPAL?,0,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,0.72,0.049,,,,,,,,,,,,21.9,,,,,,,,0.63,0.042,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,Radio Hill,C&M,,,OC,Artemis Resources,,HL,0,,,,,,,,,,,,,,,,,,,,,1.98,1.04,,,,,,,0.61,0.04,,0.5,,,,,,,,,,2.04,0.73,,,,,,,0.42,0.04,,0.5,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Raglan,Operating,,,,Glencore,,,6.5,0.92,,,,,,,3.75,0.08,1,2.41,,,,,,,,,,14.2,0.96,,,,,,,3.15,0.07,0.94,2.35,,,,,,,,,,14,0.9,,,,,,,3,0.07,0.9,2.2,,,,,,,,,,4.57,0.7,,,,,,,2.83,0.06,0.75,1.83,,,,,,,,,,6.7,0.8,,,,,,,2.76,0.06,0.87,2.14,,,,,,,,,
Canada,Raglan-Nunavik Group #1,C&M?,,,,Jilin Jien Nickel (?),,,0.559855,1.1,0.1,,,,,,0.93,0.04,0.6,2.66,,,,,,,,,,21.042322,1.1348382208009173,0.13828286631104686,,,,,,0.9237751215859161,0.044435762745195145,0.5345624626407675,2.1708789252440868,,,,,,,,,,5.22663,0.9191807003748115,0.1326059820572721,,,,,,0.7204827192665254,0.03419105580460066,0.5071898433598706,2.032756487449848,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Canada,Raglan-Nunavik Group #2,Deposit,,,,Jilin Jien Nickel (?),,,0,,,,,,,,,,,,,,,,,,,,,5.641,0.66,0.07,,,,,,0.6,0.03,0.32,1.31,,,,,,,,,,1.777,0.55,0.06,,,,,,0.56,0.03,0.29,1.27,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
PNG,Ramu,Operating,-5.570766666666667,145.20393333333334,OC,"MCC, Highlands Pacific",,HPAL,34,,,,,,,,0.9,0.1,,,,,,,,,,,,42,,,,,,,,0.9,0.1,,,,,,,,,,,,60,,,,,,,,1,0.1,,,,,,,,,,,,24,,,,,,,,0.9,0.1,,,,,,,33,0.9,,,,33,,,,,,,,0.9,0.1,,,,,,,,,,,
Philippines,Rapid City II-Dinagat Island,Deposit,,,OC,Century Peak Metals,,DSO,0,,,,,,,,,,,,,,,,,,,,,9.067,,,,,,,,1.07,,,,,,,,41.910223888827616,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Rautavaara R1,Deposit,,,,Bluejay Mining,,,0,,,,,,,,,,,,,,,,,,,,,28.3013,0.101,,,,,,0.378,0.192,0.012,,,,,,,,,,,,5.9604,0.104,,,,,,0.391,0.186,0.012,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Australia,RAV 1-4-5-8,Deposit,,,UG,Australasian Mining,,F,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1.705605,,,,,,,,1.004263208656166,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.038935,,,,,,,,2.94,,,,,,,,,,,,
Australia,Ravensthorpe,C&M,,,OC,First Quantum,,HPAL,86.8,,,,,,,,0.6345161290322582,0.02854838709677419,,,,,,,,,,,,141.9,,,,,,,,0.58,0.03,,,,,,,,,,,,110,,,,,,,,0.52,0.02,,,,,,,,,,,,81.8,,,,,,,,0.63,0.03,,,,,,,,,,,,115.4,,,,,,,,0.58,0.03,,,,,,,,,,,
USA,Red Flat Mountain,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,14.5152,,,,,,,,0.91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
USA,Riddle (Nickel Mountain),Deposit,42.966,-123.437,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,37.5,,,,,,,,1.1,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Finland,Riihilathi,Deposit,,,,unknown,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0.7,0.72,0.3,6,,,,0.09,0.03,0.09,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
Philippines,Rio Tuba,Operating,,,OC,Nickel Asia Corp-60%,,"HPAL, DSO",0,,,,,,,,,,,,,,,,,,,,,51.758,,,,,,,,1.264552919355462,,,,,,,,29.11179334595618,,,,32.624316584222846,9.605,,,,,,,,1.6384570536179073,,,,,,,,12.078006246746488,,,,37.28370878223963,0,,,,,,,,,,,,,,,,,,,,,48.854,,,,,,,,1.200702501330495,,,,,,,,29.216460883448644,,,,31.171191479169895
