%Ni
0.22
0.67
0.18
1.39
0.27
0.32
0.89
0.2470901593
0.21
1.2
0.224
1.36
0.61
0.14
0.52
0.76
2.62
0.20
0.62
0.33
0.108
0.68
0.39
0.3
0.19
0.37
0.14
0.19
3.38
0.09
1.97
0.032
0.31
0.14
0.09
0.39
0.069
0.16
0.25
0.19
0.33
0.13
1.41
