deposit_no,deposit_name,country,longdd,latdd,tonnage,tonnage_unit,category,commodity,grade,grade_unit,cutoff_grade,cutoff_grade_unit,year
242,Sullivan,Canada,-116.004166666667,49.7075,,,,Cu,,,,,
242,Sullivan,Canada,-116.004166666667,49.7075,,,,Cd,,,,,
242,Sullivan,Canada,-116.004166666667,49.7075,,,,Sb,,,,,
242,Sullivan,Canada,-116.004166666667,49.7075,,,,Bi,,,,,
242,Sullivan,Canada,-116.004166666667,49.7075,,,,Au,,,,,
242,Sullivan,Canada,-116.004166666667,49.7075,,,,In,,,,,
244,Beilekuduk,China,90.2833333333333,45.0833333333333,,,,Sn,,,,,
245,Gangliangzi,China,90.1666666666667,45.2166666666667,,,,Sn,,,,,
246,Kamusite,China,89.9,45.3,,,,Sn,,,,,
247,Sareshik,China,90.5333333333333,45.1166666666667,3800.0,metric tons,,Sn,100.0,percent,,,1995
247,Sareshik,China,90.5333333333333,45.1166666666667,3800.0,metric tons,,Sn,100.0,percent,,,1995
247,Sareshik,China,90.5333333333333,45.1166666666667,3800.0,metric tons,,Sn,100.0,percent,,,1995
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Zn,3.5,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Sn,1.0,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Zn,3.5,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Sn,1.0,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Zn,3.5,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Sn,1.0,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Zn,3.5,percent,,,1997
249,Changpo-Tongken,China,107.566666666667,24.8666666666667,80.0,million metric tons,,Sn,1.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Pb,6.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sn,1.5,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sb,5.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Ag,150.0,ppm,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Zn,10.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Pb,6.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sn,1.5,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sb,5.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Ag,150.0,ppm,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Zn,10.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Pb,6.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sn,1.5,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sb,5.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Ag,150.0,ppm,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Zn,10.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Pb,6.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sn,1.5,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Sb,5.0,percent,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Ag,150.0,ppm,,,1997
250,Longtaoshan,China,107.583333333333,24.8333333333333,100.0,million metric tons,,Zn,10.0,percent,,,1997
251,Mangchang,China,107.433333333333,25.15,,,,Sn,,,,,
251,Mangchang,China,107.433333333333,25.15,,,,Hg,,,,,
251,Mangchang,China,107.433333333333,25.15,,,,Ag,,,,,
251,Mangchang,China,107.433333333333,25.15,,,,Sb,,,,,
251,Mangchang,China,107.433333333333,25.15,,,,Pb,,,,,
251,Mangchang,China,107.433333333333,25.15,,,,Zn,,,,,
252,Wuyu,China,107.7,24.5833333333333,,,,Sn,,,,,
252,Wuyu,China,107.7,24.5833333333333,,,,Ag,,,,,
252,Wuyu,China,107.7,24.5833333333333,,,,Sb,,,,,
252,Wuyu,China,107.7,24.5833333333333,,,,Hg,,,,,
254,Dangping,China,114.333333333333,25.4166666666667,2749000.0,metric tons,,WO3,0.88,percent,,,1985
255,Hongshuizhai,China,114.233333333333,25.4166666666667,1274000.0,metric tons,,WO3,0.77,percent,,,1985
256,Piaotang,China,114.4,25.5,2432000.0,metric tons,,WO3,1.75,percent,,,1985
257,Xialong,China,114.5,25.55,851000.0,metric tons,,WO3,0.93,percent,,,1985
258,Xihuashan,China,114.316666666667,25.3666666666667,30000.0,metric tons,,WO3,65.0,percent,,,1982
258,Xihuashan,China,114.316666666667,25.3666666666667,30000.0,metric tons,,WO3,65.0,percent,,,1982
258,Xihuashan,China,114.316666666667,25.3666666666667,30000.0,metric tons,,WO3,65.0,percent,,,1982
258,Xihuashan,China,114.316666666667,25.3666666666667,30000.0,metric tons,,WO3,65.0,percent,,,1982
260,Bai Sha Po,China,103.066666666667,23.2666666666667,47042000.0,metric tons,,WO3,0.15,percent,,,1979
260,Bai Sha Po,China,103.066666666667,23.2666666666667,47042000.0,metric tons,,WO3,0.15,percent,,,1979
261,Kafang; Karfang,China,103.1,23.2666666666667,,,,Sn,,,,,
261,Kafang; Karfang,China,103.1,23.2666666666667,,,,Cu,,,,,
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Cu,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Pb,2.0,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Ag,500.0,grams/metric ton,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
262,Laochang,China,103.1,23.3,60.0,million metric tons,,Sn,1.2,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Zn,1.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Sn,1.5,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Pb,5.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
263,Malage; Marlage,China,103.1,23.4333333333333,15.0,million metric tons,,Cu,2.0,percent,,,1994
264,Songshujiao; Songshuje,China,103.116666666667,23.4166666666667,,,,Sn,,,,,
265,Wanzijie,China,103.1,23.3,60000.0,metric tons,,Sn,100.0,percent,,,1995
266,Xinshan,China,103.1,23.25,,,,Sn,,,,,
267,Zhulin,China,103.1,23.2833333333333,,,,Sn,,,,,
269,Jiumao; Jiumaoyiliuxiu,China,109.3,25.4166666666667,,,,Sn,,,,,
269,Jiumao; Jiumaoyiliuxiu,China,109.3,25.4166666666667,,,,Cu,,,,,
269,Jiumao; Jiumaoyiliuxiu,China,109.3,25.4166666666667,,,,Pb,,,,,
269,Jiumao; Jiumaoyiliuxiu,China,109.3,25.4166666666667,,,,Zn,,,,,
270,Pingdongling,China,109.066666666667,25.1833333333333,,,,W,,,,,
271,Wuchi,China,108.816666666667,25.05,,,,Sn,,,,,
273,Dulong,China,104.533333333333,22.8833333333333,250000.0,metric tons,,Sn,100.0,percent,,,1995
273,Dulong,China,104.533333333333,22.8833333333333,250000.0,metric tons,,Sn,100.0,percent,,,1995
273,Dulong,China,104.533333333333,22.8833333333333,250000.0,metric tons,,Sn,100.0,percent,,,1995
273,Dulong,China,104.533333333333,22.8833333333333,250000.0,metric tons,,Sn,100.0,percent,,,1995
274,Laojunshan,China,104.366666666667,23.4,,,,W,,,,,
275,Xinzhai,China,104.683333333333,22.9333333333333,,,,Sn,,,,,
277,Anle,China,117.603055555556,43.8833333333333,13800.0,metric tons,,Sn,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,7700.0,metric tons,,Zn,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,1500.0,metric tons,,Pb,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,5800.0,metric tons,,Cu,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,48.0,metric tons,,Ag,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,13800.0,metric tons,,Sn,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,7700.0,metric tons,,Zn,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,1500.0,metric tons,,Pb,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,5800.0,metric tons,,Cu,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,48.0,metric tons,,Ag,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,13800.0,metric tons,,Sn,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,7700.0,metric tons,,Zn,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,1500.0,metric tons,,Pb,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,5800.0,metric tons,,Cu,100.0,percent,,,2001
277,Anle,China,117.603055555556,43.8833333333333,48.0,metric tons,,Ag,100.0,percent,,,2001
278,Aonaodaba,China,117.783333333333,44.7,,,,Sn,,,,,
278,Aonaodaba,China,117.783333333333,44.7,,,,Cu,,,,,
278,Aonaodaba,China,117.783333333333,44.7,,,,Ag,,,,,
279,Baogaigou; Tagaigou,China,117.916666666667,43.9166666666667,,,,Sn,,,,,
280,Chamuhan,China,117.516666666667,43.7333333333333,,,,Sn,,,,,
280,Chamuhan,China,117.516666666667,43.7333333333333,,,,W,,,,,
281,Dajing,China,118.277222222222,43.6791666666667,,,,Sn,,,,,
281,Dajing,China,118.277222222222,43.6791666666667,,,,Cu,,,,,
281,Dajing,China,118.277222222222,43.6791666666667,,,,Pb,,,,,
281,Dajing,China,118.277222222222,43.6791666666667,,,,Zn,,,,,
281,Dajing,China,118.277222222222,43.6791666666667,,,,Ag,,,,,
282,Haobugao,China,119.5,44.8666666666667,,,,Pb,,,,,
282,Haobugao,China,119.5,44.8666666666667,,,,Zn,,,,,
282,Haobugao,China,119.5,44.8666666666667,,,,Cu,,,,,
282,Haobugao,China,119.5,44.8666666666667,,,,Sn,,,,,
283,Huanggang; Huanggangliang,China,117.478888888889,43.6527777777778,400000.0,metric tons,,Sn,100.0,percent,,,1995
283,Huanggang; Huanggangliang,China,117.478888888889,43.6527777777778,400000.0,metric tons,,Sn,100.0,percent,,,1995
283,Huanggang; Huanggangliang,China,117.478888888889,43.6527777777778,400000.0,metric tons,,Sn,100.0,percent,,,1995
283,Huanggang; Huanggangliang,China,117.478888888889,43.6527777777778,400000.0,metric tons,,Sn,100.0,percent,,,1995
284,Maodeng; Xilinhot,China,116.5,44.1,,,,Sn,,,,,
284,Maodeng; Xilinhot,China,116.5,44.1,,,,Cu,,,,,
286,Dajiling,China,113.116666666667,25.7166666666667,,,,W,,,,,
286,Dajiling,China,113.116666666667,25.7166666666667,,,,Sn,,,,,
286,Dajiling,China,113.116666666667,25.7166666666667,,,,Mo,,,,,
286,Dajiling,China,113.116666666667,25.7166666666667,,,,Bi,,,,,
287,Hongqiling,China,113.183333333333,25.8,,,,Sn,,,,,
287,Hongqiling,China,113.183333333333,25.8,,,,Cu,,,,,
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Bi,0.112,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,WO3,0.33,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Mo,0.06,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
288,Shizhuyuan,China,113.166666666667,25.7333333333333,190.0,million metric tons,,Sn,0.115,percent,,,1980
289,Yejiwei,China,113.183333333333,25.7333333333333,,,,Sn,,,,,
291,Huangsha,China,115.4,26.0,3294000.0,metric tons,,WO3,1.75,percent,,,1985
291,Huangsha,China,115.4,26.0,3294000.0,metric tons,,WO3,1.75,percent,,,1985
291,Huangsha,China,115.4,26.0,3294000.0,metric tons,,WO3,1.75,percent,,,1985
292,Shangping,China,115.433333333333,25.75,695000.0,metric tons,,WO3,1.15,percent,,,1985
292,Shangping,China,115.433333333333,25.75,695000.0,metric tons,,WO3,1.15,percent,,,1985
293,Tieshanlong,China,115.5,25.7333333333333,,,,W,,,,,
295,Baoshanzhang,China,115.533333333333,23.9166666666667,,,,Sn,,,,,
296,Changpu; Haifeng,China,115.25,22.9666666666667,,,,Sn,,,,,
297,Jishuimen,China,115.05,22.8333333333333,,,,Sn,,,,,
297,Jishuimen,China,115.05,22.8333333333333,,,,Pb,,,,,
297,Jishuimen,China,115.05,22.8333333333333,,,,Zn,,,,,
298,Tashan,China,115.533333333333,23.2,,,,Sn,,,,,
299,Tiezhang,China,115.433333333333,23.55,,,,Sn,,,,,
299,Tiezhang,China,115.433333333333,23.55,,,,Cu,,,,,
299,Tiezhang,China,115.433333333333,23.55,,,,Pb,,,,,
299,Tiezhang,China,115.433333333333,23.55,,,,Zn,,,,,
300,Xiling; Fengdishan,China,114.95,22.95,20.0,million metric tons,,Sn,1.0,percent,,,1995
302,Amo; Ximeng,China,99.5166666666667,22.5333333333333,,,,Sn,,,,,
303,Bailashui-Anyuan; Furong,China,112.816666666667,25.4666666666667,600000.0,metric tons,,Sn,100.0,percent,,,2002
303,Bailashui-Anyuan; Furong,China,112.816666666667,25.4666666666667,600000.0,metric tons,,Sn,100.0,percent,,,2002
303,Bailashui-Anyuan; Furong,China,112.816666666667,25.4666666666667,600000.0,metric tons,,Sn,100.0,percent,,,2002
303,Bailashui-Anyuan; Furong,China,112.816666666667,25.4666666666667,600000.0,metric tons,,Sn,100.0,percent,,,2002
304,Baishitouwa,China,115.133333333333,42.2,,,,W,,,,,
305,Baishizhang,China,115.533333333333,24.1,,,,Mo,,,,,
305,Baishizhang,China,115.533333333333,24.1,,,,W,,,,,
306,Bantanhhe,China,112.866666666667,22.25,,,,Sn,,,,,
307,Baotan,China,109.183333333333,25.1333333333333,100000.0,metric tons,,Sn,100.0,percent,,,1995
307,Baotan,China,109.183333333333,25.1333333333333,100000.0,metric tons,,Sn,100.0,percent,,,1995
308,Chaihe; Chahe; Cahe,China,102.45,27.0666666666667,60000.0,metric tons,,Sn,100.0,percent,,,1995
308,Chaihe; Chahe; Cahe,China,102.45,27.0666666666667,60000.0,metric tons,,Sn,100.0,percent,,,1995
309,Chuanshan; Chuanshang,China,113.066666666667,26.9166666666667,,,,W,,,,,
309,Chuanshan; Chuanshang,China,113.066666666667,26.9166666666667,,,,Mo,,,,,
309,Chuanshan; Chuanshang,China,113.066666666667,26.9166666666667,,,,Sn,,,,,
310,Cuihongshan,China,128.65,48.4166666666667,,,,Pb,,,,,
310,Cuihongshan,China,128.65,48.4166666666667,,,,Zn,,,,,
310,Cuihongshan,China,128.65,48.4166666666667,,,,Cu,,,,,
310,Cuihongshan,China,128.65,48.4166666666667,,,,W,,,,,
310,Cuihongshan,China,128.65,48.4166666666667,,,,Sn,,,,,
310,Cuihongshan,China,128.65,48.4166666666667,,,,Mo,,,,,
311,Cuomulong; Yidun,China,99.6833333333333,30.9333333333333,,,,Sn,,,,,
311,Cuomulong; Yidun,China,99.6833333333333,30.9333333333333,,,,Cu,,,,,
311,Cuomulong; Yidun,China,99.6833333333333,30.9333333333333,,,,Pb,,,,,
311,Cuomulong; Yidun,China,99.6833333333333,30.9333333333333,,,,Zn,,,,,
312,Dading,China,114.55,24.1666666666667,200000.0,metric tons,,Sn,100.0,percent,,,1995
312,Dading,China,114.55,24.1666666666667,200000.0,metric tons,,Sn,100.0,percent,,,1995
312,Dading,China,114.55,24.1666666666667,200000.0,metric tons,,Sn,100.0,percent,,,1995
313,Dahutang,China,114.95,28.9,,,,W,,,,,
314,Dajishan,China,114.383333333333,24.5833333333333,3890000.0,metric tons,,WO3,0.65,percent,,,1985
314,Dajishan,China,114.383333333333,24.5833333333333,3890000.0,metric tons,,WO3,0.65,percent,,,1985
314,Dajishan,China,114.383333333333,24.5833333333333,3890000.0,metric tons,,WO3,0.65,percent,,,1985
315,Damingshan,China,107.5,23.0,13962000.0,metric tons,,WO3,1.04,percent,,,1985
316,Dashunlong,China,112.683333333333,26.05,,,,Sn,,,,,
317,Dengfuxian,China,113.766666666667,27.0166666666667,,,,W,,,,,
318,Dong'an,China,111.116666666667,26.5,,,,W,,,,,
319,Ergu; Erguxishan; Tieli,China,128.383333333333,47.0333333333333,,,,Pb,,,,,
319,Ergu; Erguxishan; Tieli,China,128.383333333333,47.0333333333333,,,,Zn,,,,,
319,Ergu; Erguxishan; Tieli,China,128.383333333333,47.0333333333333,,,,Cu,,,,,
319,Ergu; Erguxishan; Tieli,China,128.383333333333,47.0333333333333,,,,Sn,,,,,
319,Ergu; Erguxishan; Tieli,China,128.383333333333,47.0333333333333,,,,W,,,,,
319,Ergu; Erguxishan; Tieli,China,128.383333333333,47.0333333333333,,,,Mo,,,,,
320,Fukeng,China,114.383333333333,27.4333333333333,,,,W,,,,,
321,Gueimeishan; Kuimeishan,China,114.883333333333,24.7166666666667,2175000.0,metric tons,,WO3,2.2,percent,,,1985
321,Gueimeishan; Kuimeishan,China,114.883333333333,24.7166666666667,2175000.0,metric tons,,WO3,2.2,percent,,,1985
321,Gueimeishan; Kuimeishan,China,114.883333333333,24.7166666666667,2175000.0,metric tons,,WO3,2.2,percent,,,1985
322,Haobadi,China,99.6333333333333,24.8166666666667,450000.0,metric tons,,Sn,0.89,percent,,,1995
322,Haobadi,China,99.6333333333333,24.8166666666667,450000.0,metric tons,,Sn,0.89,percent,,,1995
322,Haobadi,China,99.6333333333333,24.8166666666667,450000.0,metric tons,,Sn,0.89,percent,,,1995
323,Hongjianbinshan,China,96.35,42.2666666666667,,,,W,,,,,
324,Hongling,China,113.933333333333,24.5,,,,W,,,,,
325,Huamei'ao,China,115.8,26.4833333333333,,,,W,,,,,
326,Huangshaping,China,112.65,25.6666666666667,,,,W,,,,,
326,Huangshaping,China,112.65,25.6666666666667,,,,Sn,,,,,
326,Huangshaping,China,112.65,25.6666666666667,,,,Mo,,,,,
326,Huangshaping,China,112.65,25.6666666666667,,,,Pb,,,,,
326,Huangshaping,China,112.65,25.6666666666667,,,,Zn,,,,,
327,Hukeng,China,114.466666666667,27.4,,,,W,,,,,
328,Jiaoli,China,114.233333333333,25.9166666666667,,,,W,,,,,
328,Jiaoli,China,114.233333333333,25.9166666666667,,,,Pb,,,,,
328,Jiaoli,China,114.233333333333,25.9166666666667,,,,Zn,,,,,
329,Jiuquling,China,112.016666666667,22.85,,,,Sn,,,,,
330,Jubankeng,China,114.8,24.5333333333333,,,,W,,,,,
330,Jubankeng,China,114.8,24.5333333333333,,,,Sn,,,,,
331,Lailishan,China,98.1833333333333,24.8833333333333,80000.0,metric tons,,Sn,100.0,percent,,,1995
