deposit_no,country,deposit_name,commodities,longdd,latdd,mine_name,year,month,day,tonnage,ton_units,resource_category,product,publication_year,publication_title
215,Canada (British Columbia),Dodger,W; Mo; Au,-117.213055555556,49.1136111111111,,2006.0,11.0,8.0,2.28,million metric tons,measured and indicated resource,ore,1983.0,Geology of Canadian tungsten occurrences
215,Canada (British Columbia),Dodger,W; Mo; Au,-117.213055555556,49.1136111111111,,2006.0,11.0,8.0,1.1,million metric tons,inferred resource,ore,1983.0,Geology of Canadian tungsten occurrences
215,Canada (British Columbia),Dodger,W; Mo; Au,-117.213055555556,49.1136111111111,,2006.0,11.0,8.0,2.28,million metric tons,measured and indicated resource,ore,2005.0,DODGER (L.12083) 
215,Canada (British Columbia),Dodger,W; Mo; Au,-117.213055555556,49.1136111111111,,2006.0,11.0,8.0,1.1,million metric tons,inferred resource,ore,2005.0,DODGER (L.12083) 
216,Canada (British Columbia),Emerald Tungsten,W; Mo,-117.226944444444,49.1069444444444,,,,,,,,,1983.0,Geology of Canadian tungsten occurrences
216,Canada (British Columbia),Emerald Tungsten,W; Mo,-117.226944444444,49.1069444444444,,,,,,,,,2005.0,EMERALD TUNGSTEN
217,Canada (British Columbia),Invincible,W; Mo,-117.218888888889,49.1158333333333,,1973.0,,,68141.0,metric tons,unspecified,ore,1983.0,Geology of Canadian tungsten occurrences
217,Canada (British Columbia),Invincible,W; Mo,-117.218888888889,49.1158333333333,,2006.0,11.0,8.0,2.28,million metric tons,measured and indicated resource,ore,1983.0,Geology of Canadian tungsten occurrences
217,Canada (British Columbia),Invincible,W; Mo,-117.218888888889,49.1158333333333,,2006.0,11.0,8.0,1.1,million metric tons,inferred resource,ore,1983.0,Geology of Canadian tungsten occurrences
217,Canada (British Columbia),Invincible,W; Mo,-117.218888888889,49.1158333333333,,1973.0,,,68141.0,metric tons,unspecified,ore,2005.0,INVINCIBLE (L.12084)
217,Canada (British Columbia),Invincible,W; Mo,-117.218888888889,49.1158333333333,,2006.0,11.0,8.0,2.28,million metric tons,measured and indicated resource,ore,2005.0,INVINCIBLE (L.12084)
217,Canada (British Columbia),Invincible,W; Mo,-117.218888888889,49.1158333333333,,2006.0,11.0,8.0,1.1,million metric tons,inferred resource,ore,2005.0,INVINCIBLE (L.12084)
218,Canada (British Columbia),Victory,W; Mo,-117.176944444444,49.14,,1977.0,,,74382.0,metric tons,unspecified,ore,2005.0,VICTORY TUNGSTEN
220,Canada (Yukon Territory),Bailey,W; Cu,-128.852222222222,60.7866666666667,,1977.0,,,404600.0,metric tons,unspecified,ore,1978.0,Regional metallogeny of the Northern Cordillera - tungsten and base metal-bearing skarns in southeastern Yukon and southwestern Mackenzie
220,Canada (Yukon Territory),Bailey,W; Cu,-128.852222222222,60.7866666666667,,1977.0,,,404600.0,metric tons,unspecified,ore,2005.0,BAILEY
221,Canada (New Brunswick),Burnt Hill,W; Sn,-66.8166666666667,46.5666666666667,,1989.0,,,3.6,million metric tons,unspecified,ore,1987.0,"Age and genesis of granite-related W-Sn-Mo mineral depositrs, Burnthill, New Brunswick, Canada"
221,Canada (New Brunswick),Burnt Hill,W; Sn,-66.8166666666667,46.5666666666667,,1989.0,,,3.6,million metric tons,unspecified,ore,1990.0,"Geology and geochemistry of Middle Devonian Burnthill Brook granites and related tin-tungsten deposits, York and Northumberland Counties, New Brunswick"
221,Canada (New Brunswick),Burnt Hill,W; Sn,-66.8166666666667,46.5666666666667,,1989.0,,,3.6,million metric tons,unspecified,ore,1989.0,"Geology and geochemistry of the Burnthill granite and its related W-Sn-Mo-F mineral deposits, central New Brunswick"
221,Canada (New Brunswick),Burnt Hill,W; Sn,-66.8166666666667,46.5666666666667,,1989.0,,,3.6,million metric tons,unspecified,ore,1969.0,The geology of the Burnt Hill area and ore controls of the Burnt Hill tungsten deposit
221,Canada (New Brunswick),Burnt Hill,W; Sn,-66.8166666666667,46.5666666666667,,1989.0,,,3.6,million metric tons,unspecified,ore,1957.0,"Burnt Hill wolframite deposit, New Brunswick, Canada"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,4.05,million metric tons,proven reserve - E-zone,ore,1978.0,"Potassium-argon ages of intrusion and scheelite mineralization, Cantung, Tungsten, Northwest Territories"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,225000.0,metric tons,Open pit reserves - skarn ore,ore,1978.0,"Potassium-argon ages of intrusion and scheelite mineralization, Cantung, Tungsten, Northwest Territories"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,550000.0,metric tons,Open pit reserves - chert ore,ore,1978.0,"Potassium-argon ages of intrusion and scheelite mineralization, Cantung, Tungsten, Northwest Territories"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,4.05,million metric tons,proven reserve - E-zone,ore,1984.0,"The Can Tung E zone scheelite slarn orebody, Tungsten, Northwest Territories: a revised genetic model"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,225000.0,metric tons,Open pit reserves - skarn ore,ore,1984.0,"The Can Tung E zone scheelite slarn orebody, Tungsten, Northwest Territories: a revised genetic model"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,550000.0,metric tons,Open pit reserves - chert ore,ore,1984.0,"The Can Tung E zone scheelite slarn orebody, Tungsten, Northwest Territories: a revised genetic model"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,4.05,million metric tons,proven reserve - E-zone,ore,1983.0,Geology of Canadian tungsten occurrences
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,225000.0,metric tons,Open pit reserves - skarn ore,ore,1983.0,Geology of Canadian tungsten occurrences
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,550000.0,metric tons,Open pit reserves - chert ore,ore,1983.0,Geology of Canadian tungsten occurrences
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,4.05,million metric tons,proven reserve - E-zone,ore,1977.0,Canada Tungsten: the change to underground mining and description of mine-mill procedures
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,225000.0,metric tons,Open pit reserves - skarn ore,ore,1977.0,Canada Tungsten: the change to underground mining and description of mine-mill procedures
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,550000.0,metric tons,Open pit reserves - chert ore,ore,1977.0,Canada Tungsten: the change to underground mining and description of mine-mill procedures
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,4.05,million metric tons,proven reserve - E-zone,ore,2011.0,"Technical Report on the Cantung Mine, Northwest Territories, Canada"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,225000.0,metric tons,Open pit reserves - skarn ore,ore,2011.0,"Technical Report on the Cantung Mine, Northwest Territories, Canada"
222,Canada (Northwest Territories),Cantung; Canada Tungsten,W; Cu; Bi; Au; Zn,-128.2625,61.9528,,1977.0,,,550000.0,metric tons,Open pit reserves - chert ore,ore,2011.0,"Technical Report on the Cantung Mine, Northwest Territories, Canada"
224,Canada (Ontario),Fostung,W; Mo,-81.65,46.2333333333333,,1986.0,,,16.2,million metric tons,estimated resource to 200 m depth,ore,1989.0,"A Rb-Sr study of granitic rocks associated with the Fostung scheelite deposit, Espanola, Ontario"
224,Canada (Ontario),Fostung,W; Mo,-81.65,46.2333333333333,,1986.0,,,16.2,million metric tons,estimated resource to 200 m depth,ore,1986.0,"The Fostung scheelite deposit, Espanola, Ontario"
224,Canada (Ontario),Fostung,W; Mo,-81.65,46.2333333333333,,1986.0,,,16.2,million metric tons,estimated resource to 200 m depth,ore,1988.0,"A compilation of K-Ar ages, Report 18"
225,Canada (Newfoundland),Grey River,W,-57.10342,47.59343,,1985.0,,,360000.0,metric tons,assured and probable reserves,ore,1990.0,"Age of a K-feldspar megacrystic granite from the Burgeo intrusive suite, and timing of tungsten mineralization of Grey River, southern Newfoundland"
225,Canada (Newfoundland),Grey River,W,-57.10342,47.59343,,1985.0,,,160000.0,metric tons,possible reserves,ore,1990.0,"Age of a K-feldspar megacrystic granite from the Burgeo intrusive suite, and timing of tungsten mineralization of Grey River, southern Newfoundland"
225,Canada (Newfoundland),Grey River,W,-57.10342,47.59343,,1985.0,,,360000.0,metric tons,assured and probable reserves,ore,1985.0,Wolframite deposition in a hydrothermal vein system - the Grey River tungsten prospect
225,Canada (Newfoundland),Grey River,W,-57.10342,47.59343,,1985.0,,,160000.0,metric tons,possible reserves,ore,1985.0,Wolframite deposition in a hydrothermal vein system - the Grey River tungsten prospect
226,Canada (Ontario),Hollinger,Au; W,-81.2866666666667,48.4766666666667,,,,,,,,,1983.0,Geology of Canadian tungsten occurrences
226,Canada (Ontario),Hollinger,Au; W,-81.2866666666667,48.4766666666667,,,,,,,,,1944.0,"Scheelite veins related to porphyry intrusions, Hollinger Mine"
228,Canada (Yukon Territory),Kalzas,W,-134.701944444444,63.2661111111111,,,,,,,,,1987.0,A compilation of K-Ar ages: Report 17
228,Canada (Yukon Territory),Kalzas,W,-134.701944444444,63.2661111111111,,,,,,,,,1984.0,"Alteration and zonation in the Kalzas W-Sn-Mo porphyry vein deposit 105 M7, Yukon"
228,Canada (Yukon Territory),Kalzas,W,-134.701944444444,63.2661111111111,,,,,,,,,1989.0,"Hydrothermal alteration, veining, and fluid inclusion characteristics of the Kalzas wolframite deposit, Yukon"
230,Canada (British Columbia),Kuhn,W; Mo,-129.863333333333,59.3511111111111,,1982.0,,,409300.0,metric tons,unspecified,ore,1984.0,"Geology, mineral equilibria and isotopic studies of the McDame tungsten skarn prospect, north-central British Columbia"
230,Canada (British Columbia),Kuhn,W; Mo,-129.863333333333,59.3511111111111,,1982.0,,,78700.0,metric tons,unspecified,ore,1984.0,"Geology, mineral equilibria and isotopic studies of the McDame tungsten skarn prospect, north-central British Columbia"
231,Canada (Northwest Territories),Lened,W; Cu,-128.6347,62.3672,,1986.0,,,750000.0,metric tons,unspecified,ore,1986.0,"Geology of the Lened tungsten skarn deposit, Logan Mountains, Northwest Territories"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,223.4,million metric tons,measured and indicated resource,ore,1984.0,"The Logtung large tonnage, low grade W (scheelite)-Mo porphyry deposit. South-Central Yukon Territory"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,201.2,million metric tons,inferred resource,ore,1984.0,"The Logtung large tonnage, low grade W (scheelite)-Mo porphyry deposit. South-Central Yukon Territory"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,223.4,million metric tons,measured and indicated resource,ore,1983.0,"Petrology and geochemistry of the intrusives spatially associated with the Logtung W-Mo deposit, S. Yukon"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,201.2,million metric tons,inferred resource,ore,1983.0,"Petrology and geochemistry of the intrusives spatially associated with the Logtung W-Mo deposit, S. Yukon"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,223.4,million metric tons,measured and indicated resource,ore,1986.0,Logtung: a porphyry W-Mo deposit in the southern Yukon
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,201.2,million metric tons,inferred resource,ore,1986.0,Logtung: a porphyry W-Mo deposit in the southern Yukon
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,223.4,million metric tons,measured and indicated resource,ore,1996.0,"Exsolved magmatic fluid and its role in the formation of comb-layered quartz at the Cretaceous Logtung W-Mo deposit, Yukon Territory, Canada"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,201.2,million metric tons,inferred resource,ore,1996.0,"Exsolved magmatic fluid and its role in the formation of comb-layered quartz at the Cretaceous Logtung W-Mo deposit, Yukon Territory, Canada"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,223.4,million metric tons,measured and indicated resource,ore,2011.0,"Northern Dancer Project, Yukon, Canada - Preliminary Economic Assessment"
233,Canada (Yukon Territory),Logtung; Northern Dancer,Mo; W,-131.597777777778,60.0052777777778,,2009.0,,,201.2,million metric tons,inferred resource,ore,2011.0,"Northern Dancer Project, Yukon, Canada - Preliminary Economic Assessment"
234,Canada (British Columbia),Lucky Mike,Cu; W; Ag,-120.690555555556,50.3005555555556,,1973.0,,,317485.0,metric tons,geological resource,ore,2005.0,LUCKY MIKE 
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,33.029,million metric tons,indicated resource,ore,1982.0,The Mactung W-Cu (Zn) contact metasomatic and related deposits of the northeastern Canadian Cordillera
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,11.857,million metric tons,inferred resource,ore,1982.0,The Mactung W-Cu (Zn) contact metasomatic and related deposits of the northeastern Canadian Cordillera
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,8.588,million metric tons,probable reserve,ore,1982.0,The Mactung W-Cu (Zn) contact metasomatic and related deposits of the northeastern Canadian Cordillera
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,2.202,million metric tons,probable reserve,ore,1982.0,The Mactung W-Cu (Zn) contact metasomatic and related deposits of the northeastern Canadian Cordillera
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,33.029,million metric tons,indicated resource,ore,1986.0,Recent developments in the geologic understanding of MacTung
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,11.857,million metric tons,inferred resource,ore,1986.0,Recent developments in the geologic understanding of MacTung
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,8.588,million metric tons,probable reserve,ore,1986.0,Recent developments in the geologic understanding of MacTung
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,2.202,million metric tons,probable reserve,ore,1986.0,Recent developments in the geologic understanding of MacTung
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,33.029,million metric tons,indicated resource,ore,1977.0,Geology of the MacMillan tungsten deposit
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,11.857,million metric tons,inferred resource,ore,1977.0,Geology of the MacMillan tungsten deposit
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,8.588,million metric tons,probable reserve,ore,1977.0,Geology of the MacMillan tungsten deposit
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,2.202,million metric tons,probable reserve,ore,1977.0,Geology of the MacMillan tungsten deposit
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,33.029,million metric tons,indicated resource,ore,1982.0,"Geology of the MacTung pluton in Niddery Lake map area and some of the plutons in Nahanni map area, Yukon Territory and District of Mackenzie"
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,11.857,million metric tons,inferred resource,ore,1982.0,"Geology of the MacTung pluton in Niddery Lake map area and some of the plutons in Nahanni map area, Yukon Territory and District of Mackenzie"
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,8.588,million metric tons,probable reserve,ore,1982.0,"Geology of the MacTung pluton in Niddery Lake map area and some of the plutons in Nahanni map area, Yukon Territory and District of Mackenzie"
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,2.202,million metric tons,probable reserve,ore,1982.0,"Geology of the MacTung pluton in Niddery Lake map area and some of the plutons in Nahanni map area, Yukon Territory and District of Mackenzie"
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,33.029,million metric tons,indicated resource,ore,2009.0,Amended Technical Report on the Mactung Property
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,,,11.857,million metric tons,inferred resource,ore,2009.0,Amended Technical Report on the Mactung Property
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,8.588,million metric tons,probable reserve,ore,2009.0,Amended Technical Report on the Mactung Property
235,Canada (Yukon Territory),Mactung; MacMillan Tungsten,W; Cu,-130.152777777778,63.2822222222222,,2007.0,10.0,,2.202,million metric tons,probable reserve,ore,2009.0,Amended Technical Report on the Mactung Property
236,Canada (Yukon Territory),Ray Gulch; Mar,W,-135.751111111111,64.0277777777778,,1986.0,,,5.442,million metric tons,"indicated, probable and possible reserves",ore,1986.0,"Ray Gulch tungsten skarn deposit, Dublin Gulch area, central Yukon"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,22.5,million metric tons,geological resource - Fire Tower Zone,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,11.5,million metric tons,geological resource - North Zone,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1983.0,,,9.4,million metric tons,geologic reserves,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.25,million metric tons,indicated resource - Fire Tower North,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.2,million metric tons,indicated resource - Upper Deep Tin Zone,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.5,million metric tons,inferred resource - Upper Deep Tin Zone,,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.4,million metric tons,indicated resource - Endogranitic Zone,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.9,million metric tons,indicated and inferred resource - Contact Flank,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.7,million metric tons,indicated resource - Contact Crest,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.1,million metric tons,indicated and inferred resource - #4 Lode,ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.014,million metric tons,indicated resource - #7 Lode,,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.02,million metric tons,estimated resource - Breccia Pipe (1995),ore,1977.0,"Porphyry tungsten zones at Mount Pleasant, New Brunswick"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,22.5,million metric tons,geological resource - Fire Tower Zone,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1971.0,,,11.5,million metric tons,geological resource - North Zone,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1983.0,,,9.4,million metric tons,geologic reserves,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.25,million metric tons,indicated resource - Fire Tower North,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.2,million metric tons,indicated resource - Upper Deep Tin Zone,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.5,million metric tons,inferred resource - Upper Deep Tin Zone,,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,1.4,million metric tons,indicated resource - Endogranitic Zone,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.9,million metric tons,indicated and inferred resource - Contact Flank,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.7,million metric tons,indicated resource - Contact Crest,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.1,million metric tons,indicated and inferred resource - #4 Lode,ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.014,million metric tons,indicated resource - #7 Lode,,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
237,Canada (New Brunswick),Mount Pleasant,W; Sn; Mo; Bi; Zn; Cu; In,-66.8166666666667,45.4333333333333,,1997.0,,,0.02,million metric tons,estimated resource - Breccia Pipe (1995),ore,1973.0,"The tungsten-bismuth-molybdenum deposit of Brunswick Tin Mines Ltd.; its mode of occurrence, mineralogy, and amenability to mineral benefication"
