Country,Project,Lat,Long,Mine,Source,Ni basis,Co basis,Mineral Deposit Type Primary,Mineral Deposit Type Secondary,Mineral Deposit Type Other Notes,Category,Mt,%Ni,%Co
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,26.6,0.06792349726775956,
Botswana,Selebi,,,BCL,website (9 Jan 2013),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,26.753517,0.79,
Botswana,Selebi Central,,,BCL,website (9 Jan 2013),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,19.505586,0.68,
Botswana,Selebi North,,,BCL,website (9 Jan 2013),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,5.946671,1.09,
Russia,Serovskoe (Serov),,,unknown,Berger et al (2011); Herrington et al (2005),NC,NC,Laterite,Hydrous Mg silicate-Clay silicate,,Inferred,770.0,0.77,0.043
USA,Serpentine,,,unknown,"Miller et al (2002), Miller (2015)",NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,192.3264,0.14528301886792455,
Brazil,Serra do Quatipuru,,,unknown,Tech Rep (2010-01),C,,Laterite,Oxide-Hydrous Mg silicate,,Inferred,13.0,1.3,
Brazil,Serra do Tapa,,,Horizonte Minerals,Tech Rep (2019-09),C,C,Laterite,Hydrous Mg silicate-oxide,,Measured,14.296,1.31,0.05
Brazil,Serra do Tapa,,,Horizonte Minerals,Tech Rep (2019-09),C,C,Laterite,Hydrous Mg silicate-oxide,,Indicated,55.971,1.2,0.05
Brazil,Serra do Tapa,,,Horizonte Minerals,Tech Rep (2019-09),C,C,Laterite,Hydrous Mg silicate-oxide,,Inferred,2.68,1.14,0.06
Russia,Severo-Konzhozerskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,8.0,0.35,
Canada,Shakespeare,,,private equity,AR 2012,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Indicated,14.262,0.35256906464731447,0.02128453232365727
Canada,Shakespeare,,,private equity,AR 2012,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Inferred,0.986,0.35732251521298175,0.027464503042596348
Canada,Shakespeare,,,private equity,AR 2012,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Probable,11.828,0.33,0.02
Canada,Shaw Dome-Hart,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,1.546,1.4,
Canada,Shaw Dome-Hart,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.322,1.2680373831775702,
Canada,Shaw Dome-McWatters,,,Northern Sun Mining,Tech Rep (2009-12),C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.7925,0.81,
Canada,Shaw Dome-McWatters,,,Northern Sun Mining,Tech Rep (2009-12),C,,Magmatic Sulphide,Archean Komatiite,,Probable,0.872,0.7,
Canada,Shaw Dome-Redstone,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Measured,0.148,2.43,
Canada,Shaw Dome-Redstone,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,0.451,1.16,
Canada,Shaw Dome-Redstone,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.737,1.57,
Canada,Shaw Dome-Redstone,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Proven,0.0629,1.35,
Canada,Shaw Dome-Redstone,,,Northern Sun Mining,AIF 2013,C,,Magmatic Sulphide,Archean Komatiite,,Probable,0.197,0.95,
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,80.0,0.2,
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,97.14285714285715,0.18,
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,428.28571428571433,0.19,
Canada,Shebandowan West,,,"Vale, North American Pd",Tech Rep (2007-10),C,,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Measured,0.736,0.89,
Canada,Shebandowan West,,,"Vale, North American Pd",Tech Rep (2007-10),C,,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Indicated,1.847,0.92,
Canada,Shebandowan West,,,"Vale, North American Pd",Tech Rep (2007-10),C,,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Inferred,0.342,1.11,
Australia,Sherlock Bay,,,"Sabre Resources, Metals Australia",AR 2018,C,C,Hydrothermal Ni,,,Measured,12.5,0.38,0.025
Australia,Sherlock Bay,,,"Sabre Resources, Metals Australia",AR 2018,C,C,Hydrothermal Ni,,,Indicated,6.1,0.59,0.022
Australia,Sherlock Bay,,,"Sabre Resources, Metals Australia",AR 2018,C,C,Hydrothermal Ni,,,Inferred,6.1,0.27,0.016
Kazakhstan,Shevchenko Group,,,Mechel (formerly Oriel Resources plc),Berger et al (2011),NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,107.4,0.84,
Canada,Shining Tree,,,private equity,AIF 2012-01,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Indicated,1.02,0.71,0.02
Canada,Shining Tree,,,private equity,AIF 2012-01,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Inferred,1.49,0.67,0.03
Ethiopia,Sidamo,,,unknown,Tadesse et al (2003),NC,,Laterite,Hydrous Mg silicate-clay silicate-oxide,Hydrous Mg silicate-clay silicate-oxide,Inferred,17.0,1.3,
Australia,Silver Knight,,,Great Southern Nickel,WA MINEDEX,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Indicated,3.9,0.8,0.04
Australia,Silver Knight,,,Great Southern Nickel,WA MINEDEX,C,C,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,0.4,0.6,0.03
India,Simlipal ,,,Indian Gov't,Berger et al (2011),NC,,Laterite,Oxide,Oxide,Inferred,27.0,1,
Russia,Sinarskoe,,,unknown,Berger et al (2011),NC,NC,Laterite,Hydrous Mg silicate-Oxide,,Inferred,18.0,1.07,0.055
Australia,Sinclair,,,Talisman Mining,media 31 Aug 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,0.25,2.4,
Australia,Sinclair,,,Talisman Mining,media 31 Aug 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.46,2.2,
South Africa,Siphumelele 3,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,30.2,0.11240231217618901,
South Africa,Siphumelele 3,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,20.7,0.11240231217618901,
South Africa,Smokey Hills,,,Aberdeen International,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,2.525966,0.11240231217618901,
South Africa,Smokey Hills,,,Aberdeen International,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,1.525439,0.11240231217618901,
South Africa,Smokey Hills,,,Aberdeen International,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,1.909887,0.11240231217618901,
South Africa,Smokey Hills,,,Aberdeen International,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,0.979178,0.11240231217618901,
Australia,Snake Hill-Cullens,,,Mt Ida Gold,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.35,0.9,
USA,Snipe Bay,,,unknown,Szumigala et al (2011),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Associated with Wrangellia/Nikolai LIP?,Inferred,0.390096,0.3,
Indonesia,Sorowako,,,Vale,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Measured,101.8,1.76,
Indonesia,Sorowako,,,Vale,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Indicated,14.7,1.64,
Indonesia,Sorowako,,,Vale,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Proven,101.8,1.76,
Indonesia,Sorowako,,,Vale,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Probable,14.7,1.64,
Russia,Souker,,,unknown,FODD (2017),C,C,Magmatic Sulphide,Ferropicrite related,Pechenga camp,Inferred,13.41,0.37,0.031
Indonesia,South-east Kalimantan,,,PT Kreasitama Rimba Persada (?),Berger et al (2011),NC,,Laterite,Hydrous Mg silicate,Hydrous Mg silicate,Inferred,56.0,1.5,
Indonesia,South-east Sulawesi Coastal,,,Vale,Mudd et al (2013),C,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,97.0,1.78,
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,294.75,0.08663211195928754,
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,141.86,0.1009392922599746,
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,169.18,0.1023679985813926,
Australia,Spotted Quoll-Beautiful Sunday,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Measured,0.36788,5.9,
Australia,Spotted Quoll-Beautiful Sunday,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,1.802173,4.701446919912795,
Australia,Spotted Quoll-Beautiful Sunday,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.181013,5.6,
Australia,Spotted Quoll-Beautiful Sunday,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Proven,0.0896,3.8,
Australia,Spotted Quoll-Beautiful Sunday,,,Western Areas,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Probable,1.7085,4,
USA,Spruce Road,,,Antofagasta (through Twin Metals),AR 2018,C,,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,435.5,0.16,
Australia,Stanton,,,Northern Cobalt,Ahmad & Khan (2013),NC,NC,Hydrothermal Ni,Sediment-hosted Stratiform Cu,,Indicated,0.692,0.06653179190751446,0.14479768786127167
Australia,Stanton,,,Northern Cobalt,Ahmad & Khan (2013),NC,NC,Hydrothermal Ni,Sediment-hosted Stratiform Cu,,Inferred,0.25,0.03968,0.07904
Australia,State Forest Lot 3,,,unclear,NSW Exploration Report,NC,NC,Laterite,Oxide,Oxide,Inferred,1.3181644,0.44,0.08
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,9.0,0.10076278475729883,
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,55.4,0.10076278475729883,
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,87.3,0.10076278475729883,
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,6.3,0.10076278475729883,
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,40.2,0.10076278475729883,
Norway,Stormyra,,,unknown,Tech Rep (2009-02),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.013,1.09,0.04
Canada,Sudbury Group (Glencore),46.58103333333333,-80.79985,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Measured,5.68,1.59,0.04
Canada,Sudbury Group (Glencore),46.58103333333333,-80.79985,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Indicated,23.25,2.1,0.05
Canada,Sudbury Group (Glencore),46.58103333333333,-80.79985,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Inferred,25.0,0.9,0.03
Canada,Sudbury Group (Glencore),46.58103333333333,-80.79985,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Proven,5.74,1.26,0.03
Canada,Sudbury Group (Glencore),46.58103333333333,-80.79985,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Probable,15.03,2.06,0.05
Canada,Sudbury Group (Vale),46.4923,-81.06775833333333,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Measured,20.9,1.65,0.04
Canada,Sudbury Group (Vale),46.4923,-81.06775833333333,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Indicated,40.8,1.27,0.02
Canada,Sudbury Group (Vale),46.4923,-81.06775833333333,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Proven,20.9,1.65,0.04
Canada,Sudbury Group (Vale),46.4923,-81.06775833333333,Vale,Form 20F 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Probable,40.8,1.27,0.02
Canada,Sudbury-Aer-Kidd,46.397594444444444,-81.42692222222222,Sudbury Platinum,Pres. (2019-04),NC,,Magmatic Sulphide,Impact-related,Impact-related,Inferred,0.661,0.57,
Canada,Sudbury-Kirkwood (KGHM),46.56702222222222,-80.89785833333333,KGHM International,AIF 2010,C,,Magmatic Sulphide,Impact-related,Impact-related,Indicated,0.56,1.17,
Canada,Sudbury-Kirkwood (KGHM),46.56702222222222,-80.89785833333333,KGHM International,AIF 2010,C,,Magmatic Sulphide,Impact-related,Impact-related,Inferred,1.59,1.27,
Canada,Sudbury-Lockerby / Conwest,46.42379722222222,-81.38751111111111,Transition Metals Corp,AIF 2014,C,C,Magmatic Sulphide,Impact-related,Impact-related,Indicated,9.74096,0.6251247248731132,0.01754649233751088
Canada,Sudbury-Lockerby / Conwest,46.42379722222222,-81.38751111111111,Transition Metals Corp,AIF 2014,C,C,Magmatic Sulphide,Impact-related,Impact-related,Inferred,2.57,0.7,0.02
Canada,Sudbury-Lockerby / Conwest,46.42379722222222,-81.38751111111111,Transition Metals Corp,AIF 2014,C,C,Magmatic Sulphide,Impact-related,Impact-related,Proven,0.7609600000000001,2.101706975399496,0.083
Canada,Sudbury-Lockerby East,46.42379722222222,-81.38751111111111,Sudbury Platinum,Pres. (2019-04),C,,Magmatic Sulphide,Impact-related,Impact-related,Indicated,0.18,2.32,
Canada,Sudbury-Lockerby East,46.42379722222222,-81.38751111111111,Sudbury Platinum,Pres. (2019-04),C,,Magmatic Sulphide,Impact-related,Impact-related,Inferred,0.04,2.93,
Canada,Sudbury-Nickel Lake / Foy Offset,46.74103888888889,-81.13276111111111,unclear - KGHM?,Tech Rep (2009-03),C,,Magmatic Sulphide,Impact-related,Impact-related,Indicated,1.56,0.94,
Canada,Sudbury-Nickel Lake / Foy Offset,46.74103888888889,-81.13276111111111,unclear - KGHM?,Tech Rep (2009-03),C,,Magmatic Sulphide,Impact-related,Impact-related,Inferred,0.8,1.17,
Canada,Sudbury-Parkin Offset,46.805,-80.87806388888889,"Wallbridge Mining, Glencore",AIF 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Indicated,0.264,0.65,0.03
Canada,Sudbury-Parkin Offset,46.805,-80.87806388888889,"Wallbridge Mining, Glencore",AIF 2018,C,C,Magmatic Sulphide,Impact-related,Impact-related,Inferred,0.087,0.4,0.02
Canada,Sudbury-Podolsky (KGHM),46.7781,-80.8757,KGHM International,AIF 2010,C,,Magmatic Sulphide,Impact-related,Impact-related,Measured,0.42,0.36,
Canada,Sudbury-Podolsky (KGHM),46.7781,-80.8757,KGHM International,AIF 2010,C,,Magmatic Sulphide,Impact-related,Impact-related,Indicated,6.699999999999999,0.7156119402985075,
Canada,Sudbury-Podolsky (KGHM),46.7781,-80.8757,KGHM International,AIF 2010,C,,Magmatic Sulphide,Impact-related,Impact-related,Inferred,0.32,0.32,
Canada,Sudbury-Victoria (KGHM),46.42379722222222,-81.38751111111111,KGHM International,KGHM Presentation (undated),C,C,Magmatic Sulphide,Impact-related,Impact-related,Inferred,14.2,2.5,0.05
Canada,Sudbury-West Graham,46.417972222222225,-81.3128611111111,"Sudbury Platinum, Landore Resources",Tech Rep (2018-01),C,C,Magmatic Sulphide,Impact-related,Impact-related,Indicated,8.55,0.45,0.01
Canada,Sudbury-West Graham,46.417972222222225,-81.3128611111111,"Sudbury Platinum, Landore Resources",Tech Rep (2018-01),C,C,Magmatic Sulphide,Impact-related,Impact-related,Inferred,2.0,0.38,0.01
Russia,Sueinlagash,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,2.25,0.3,
Indonesia,Sulawesi JV,,,unknown,AR 2013,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,162.0,1.62,0.08
Sweden,Sundsberget,,,Nickel Mountain Resources,Tech Rep (2011-04),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,185.7,0.176,
Australia,Sunrise-Syerston,,,CleanTeq Holdings,media 25 June 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,68.8,0.63,0.1
Australia,Sunrise-Syerston,,,CleanTeq Holdings,media 25 June 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,93.9,0.47,0.08
Australia,Sunrise-Syerston,,,CleanTeq Holdings,media 25 June 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,20.6,0.23,0.09
Australia,Sunrise-Syerston,,,CleanTeq Holdings,media 25 June 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Proven,65.5,0.65,0.1
Australia,Sunrise-Syerston,,,CleanTeq Holdings,media 25 June 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Probable,81.9,0.49,0.08
Russia,Svetloozerskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Layered Intrusive,,Inferred,5.18,0.79,
Poland,Szklary,,,unknown,AR 2011,C,,Laterite,Hydrous Mg silicate-Clay silicate,,Inferred,16.8,0.6,
Cuba,Taco Bay,,,unknown (Cuban Gov't?),Berger et al (2011),NC,,Laterite,Oxide?,Oxide,Inferred,22.6,1.27,
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",AR 2018,C,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Indicated,109.97,1.2583423660998454,
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",AR 2018,C,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,2.495,1.56,
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",AR 2018,C,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Probable,109.97,1.201192870782941,
Myanmar,Tagaung Taung,96.16316944444445,23.634527777777777,"TISCO (Tata), CNMC",Berger et al (2011),NC,NC,Laterite,Hydrous Mg silicate,Hydrous Mg silicate,Inferred,40.0,2.15,
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,AR 2018,C,EQH,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Indicated,1708.565,0.7,0.025610342871319074
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,AR 2018,C,EQH,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Inferred,440.898,0.85,0.025610342871319074
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,AR 2018,C,EQH,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Proven,328.571,0.79,0.025610342871319074
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,AR 2018,C,EQH,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Probable,311.622,1.14,0.025610342871319074
Finland,Tallas-Tuliniemi,,,unknown,Eilu et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.09,0.34,
Finland,Talvivaara (Kolmisoppi-Kuusilampi),,,Terrafame,AR 2018,C,C,Hydrothermal Ni,Sediment-hosted Pb-Zn/VMS,Sedex/VMS,Inferred,1525.0,0.267,0.021
USA,Tamarack North,,,Talon Metals,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Indicated,3.639,1.83,0.05
USA,Tamarack North,,,Talon Metals,AIF 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Duluth Complex - Keweenawan LIP,Inferred,4.382,1.58,0.04
Botswana,Tati-Phoenix,,,Norilsk Nickel,AR 2014,C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,106.0,0.21,
Botswana,Tati-Selkirk,,,Norilsk Nickel,AR 2014,C,,Magmatic Sulphide,Layered Intrusive,,Indicated,124.0,0.23,
Botswana,Tati-Selkirk,,,Norilsk Nickel,AR 2014,C,,Magmatic Sulphide,Layered Intrusive,,Inferred,11.3,0.27,
Canada,Terra (Silver Bear) Tailings,,,Denendeh,GNT (2016),NC,,Tailings,Epithermal,Epithermal,Inferred,0.453592,0.5,
Canada,Texmont,,,Fletcher Nickel (?),Tech Rep (2007-07),NC,,Magmatic Sulphide,Archean Komatiite,Archean Komatiite,Inferred,3.19,0.92,
Canada,Thompson,,,Vale,"Form 20F 2015, 2018",C,C,Magmatic Sulphide,Proterozoic Komatiite,Proterozoic Komatiite,Measured,1.8659999999999999,1.8668756698821005,0.037
Canada,Thompson,,,Vale,"Form 20F 2015, 2018",C,C,Magmatic Sulphide,Proterozoic Komatiite,Proterozoic Komatiite,Indicated,14.1,1.64,0.037
Canada,Thompson,,,Vale,"Form 20F 2015, 2018",C,C,Magmatic Sulphide,Proterozoic Komatiite,Proterozoic Komatiite,Proven,1.8659999999999999,1.8668756698821005,0.037
Canada,Thompson,,,Vale,"Form 20F 2015, 2018",C,C,Magmatic Sulphide,Proterozoic Komatiite,Proterozoic Komatiite,Probable,14.1,1.64,0.037
Canada,Thunder Bay North-Current Lake,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Indicated,9.829,0.18835690304201852,0.014278563434733951
Canada,Thunder Bay North-Current Lake,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Small M-UM Intrusion-related,Inferred,0.525,0.18899047619047618,0.011302857142857142
Australia,Thunderbox-Waterloo / Amorac,,,Saracen Mineral Holdings,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.68,2.1,
China,Tianyu,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,8.3,0.6,
Brazil,Tira Pressa,,,unknown,Radaelli (2000),NC,,Laterite,Hydrous Mg silicate-oxide,,Inferred,45.602,1.55,
Côte d'Ivoire,Tiuba-Biankouma,,,Compagnie Miniere du Bafing (CMB),Berger et al (2011),NC,NC,Laterite,Hydrous Mg silicate-clay silicate-oxide,,Inferred,293.0,1.46,0.11
South Africa,Tjate,,,Jubilee Metals Group,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,61.099999999999994,0.18894714337318413,
South Africa,Tjate,,,Jubilee Metals Group,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,120.9,0.14641395292177414,
Philippines,Toronto,,,Oriental Peninsula,Tech Rep 2008-04,C,C,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Measured,11.217919,1.6,0.06
Philippines,Toronto,,,Oriental Peninsula,Tech Rep 2008-04,C,C,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Indicated,14.4393,1.57,0.04
Philippines,Toronto,,,Oriental Peninsula,Tech Rep 2008-04,C,C,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Inferred,19.232123,1.51,0.03
Australia,Trough Well,,,Kym Anthony McClaren,WA MINEDEX,C,,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,0.02,2.7,
Kosovo,Trstenik,,,unknown,SMME (2013),NC,NC,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,2.9999999999999996,1,0.1
South Africa,Tubatse (Eerste Geluk-Nooitverwacht),,,Nkwe Pt,AR 2013,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,102.58000000000001,0.15134633108190287,
Canada,Turnagain,,,Giga Metals Corp,media (19 Sept 2019),C,C,Magmatic Sulphide,Alaskan-type Complex,Alaskan-type Complex,Measured,360.913,0.23,0.014
Canada,Turnagain,,,Giga Metals Corp,media (19 Sept 2019),C,C,Magmatic Sulphide,Alaskan-type Complex,Alaskan-type Complex,Indicated,712.406,0.215,0.013
Canada,Turnagain,,,Giga Metals Corp,media (19 Sept 2019),C,C,Magmatic Sulphide,Alaskan-type Complex,Alaskan-type Complex,Inferred,1142.101,0.22,0.013
South Africa,Twickenham,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,103.0,0.1922912621359223,
South Africa,Twickenham,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,232.7,0.18376450365277183,
South Africa,Twickenham,,,Anglo American Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,313.9,0.19750876075183177,
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,13.11,0.04,
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,155.06,0.08836837353282602,
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,185.09,0.09656707547679509,
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,8.29,0.04,
