Country,Project,Lat,Long,Company,Category,Mt ore,%Ni
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,Inferred,3.2,0.17
South Africa,Kliprivier,,,unclear,Measured,0,
South Africa,Kliprivier,,,unclear,Indicated,0,
South Africa,Kliprivier,,,unclear,Inferred,109.6,0.11
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",Measured,38.6,0.05
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",Indicated,4.9,0.05
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",Inferred,0,
South Africa,Kruidfontein,,,"Sedibelo Pt Mines, Watervale",Measured,0,
South Africa,Kruidfontein,,,"Sedibelo Pt Mines, Watervale",Indicated,0,
South Africa,Kruidfontein,,,"Sedibelo Pt Mines, Watervale",Inferred,148.8,0.13
South Africa,Lesego,,,Lesego Pt,Measured,40.39,0.18
South Africa,Lesego,,,Lesego Pt,Indicated,128.85,0.20
South Africa,Lesego,,,Lesego Pt,Inferred,110.55,0.20
South Africa,Liger (Leeuwkop-Tigerpoort),,,Platfields,Measured,0,
South Africa,Liger (Leeuwkop-Tigerpoort),,,Platfields,Indicated,0,
South Africa,Liger (Leeuwkop-Tigerpoort),,,Platfields,Inferred,9.552,0.16
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",Measured,1.8,0.16
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",Indicated,83.6,0.15
South Africa,Limpopo-Baobab/Doornvlei/Dwaalkop/Zebedelia,,,"Lonmin, Northam Pt",Inferred,89.4,0.15
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Measured,11.7,0.02
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Indicated,71.7,0.08
South Africa,Magazynskraal-Sedibelo East,,,"Sedibelo Pt Mines, Bakgatla",Inferred,97.9,0.08
South Africa,Mareesburg,,,Eastern Pt,Measured,8.94,0.082
South Africa,Mareesburg,,,Eastern Pt,Indicated,6.95,0.056
South Africa,Mareesburg,,,Eastern Pt,Inferred,0,
South Africa,Marikana (Lonmin),,,Lonmin,Measured,41.2195122,0.15
South Africa,Marikana (Lonmin),,,Lonmin,Indicated,448.1707317,0.16
South Africa,Marikana (Lonmin),,,Lonmin,Inferred,174.8780488,0.15
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",Measured,27.2,0.11
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",Indicated,9.4,0.11
South Africa,Marikana (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",Inferred,5.0,0.11
South Africa,Marula,,,Impala Pt,Measured,84.3,0.11
South Africa,Marula,,,Impala Pt,Indicated,30,0.09
South Africa,Marula,,,Impala Pt,Inferred,11.6,0.12
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,Measured,158.0584795,0.15
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,Indicated,191.122807,0.15
South Africa,Maseve-1 / 3,,,Royal Bafokeng Platinum,Inferred,33.89473684,0.20
South Africa,Millenium,,,Sibanye-Stillwater,Measured,0,
South Africa,Millenium,,,Sibanye-Stillwater,Indicated,14.51,0.11
South Africa,Millenium,,,Sibanye-Stillwater,Inferred,2.96,0.11
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",Measured,105.4,0.13
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",Indicated,158.2,0.13
South Africa,Modikwa,,,"Anglo Am Pt, African Rainbow Mins",Inferred,215.8,0.14
South Africa,Mototolo,,,Anglo American Pt,Measured,21.2,0.11
South Africa,Mototolo,,,Anglo American Pt,Indicated,0,
South Africa,Mototolo,,,Anglo American Pt,Inferred,0,
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",Measured,0,
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",Indicated,49.6,0.08
South Africa,Mphahlele,,,"Sedibelo Pt Mines, Moepi",Inferred,71.9,0.13
South Africa,Pandora JV,,,Lonmin,Measured,21.3,0.11
South Africa,Pandora JV,,,Lonmin,Indicated,147.7,0.11
South Africa,Pandora JV,,,Lonmin,Inferred,21.1,0.11
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Measured,0.4,0.04
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Indicated,68.3,0.11
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Inferred,60,0.11
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",Measured,4.35,0.12
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",Indicated,5.57,0.14
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",Inferred,5.44,0.16
South Africa,Rooderand (Sedibelo),,,"Sedibelo Pt Mines, Moepi",Measured,0,
South Africa,Rooderand (Sedibelo),,,"Sedibelo Pt Mines, Moepi",Indicated,0,
South Africa,Rooderand (Sedibelo),,,"Sedibelo Pt Mines, Moepi",Inferred,7.65,0.05
South Africa,Ruighoek,,,"Sedibelo Pt Mines, Itereleng Bakgatla",Measured,0,
South Africa,Ruighoek,,,"Sedibelo Pt Mines, Itereleng Bakgatla",Indicated,12.2,0.08
South Africa,Ruighoek,,,"Sedibelo Pt Mines, Itereleng Bakgatla",Inferred,0,
South Africa,Rustenburg Group,,,Sibanye-Stillwater,Measured,371.9,0.13
South Africa,Rustenburg Group,,,Sibanye-Stillwater,Indicated,123.5,0.15
South Africa,Rustenburg Group,,,Sibanye-Stillwater,Inferred,15.4,0.19
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Measured,5.85,0.02
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Indicated,54.15,0.08
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Inferred,48.95,0.08
South Africa,Siphumelele 3,,,Anglo American Pt,Measured,30.2,0.11
South Africa,Siphumelele 3,,,Anglo American Pt,Indicated,0,
South Africa,Siphumelele 3,,,Anglo American Pt,Inferred,0,
South Africa,Smokey Hills,,,Aberdeen International,Measured,2.53,0.11
South Africa,Smokey Hills,,,Aberdeen International,Indicated,1.53,0.11
South Africa,Smokey Hills,,,Aberdeen International,Inferred,0,
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,Measured,294.75,0.09
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,Indicated,141.86,0.10
South Africa,Spitzkop-Kennedy's Vale,,,Eastern Pt,Inferred,169.18,0.10
South Africa,Tjate,,,Jubilee Metals Group,Measured,0,
South Africa,Tjate,,,Jubilee Metals Group,Indicated,61.1,0.19
South Africa,Tjate,,,Jubilee Metals Group,Inferred,120.9,0.15
South Africa,Tubatse (Eerste Geluk-Nooitverwacht),,,Nkwe Pt,Measured,0,
South Africa,Tubatse (Eerste Geluk-Nooitverwacht),,,Nkwe Pt,Indicated,0,
South Africa,Tubatse (Eerste Geluk-Nooitverwacht),,,Nkwe Pt,Inferred,102.58,0.15
South Africa,Twickenham,,,Anglo American Pt,Measured,103,0.19
South Africa,Twickenham,,,Anglo American Pt,Indicated,232.7,0.18
South Africa,Twickenham,,,Anglo American Pt,Inferred,313.9,0.20
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",Measured,13.11,0.04
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",Indicated,155.06,0.09
South Africa,Two Rivers,,,"African Rainbow Mins, Impala Pt",Inferred,185.09,0.10
South Africa,Union North/South,,,Siyanda Resources,Measured,108,0.15
South Africa,Union North/South,,,Siyanda Resources,Indicated,87.52941176,0.17
South Africa,Union North/South,,,Siyanda Resources,Inferred,60.70588235,0.16
South Africa,Witkleifontein,,,"Sedibelo Pt Mines, Moepi",Measured,0,
South Africa,Witkleifontein,,,"Sedibelo Pt Mines, Moepi",Indicated,0,
South Africa,Witkleifontein,,,"Sedibelo Pt Mines, Moepi",Inferred,16.3,0.05
South Africa,Zondereinde (Northam),,,Northam Pt,Measured,13.22,0.13
South Africa,Zondereinde (Northam),,,Northam Pt,Indicated,120.7,0.14
South Africa,Zondereinde (Northam),,,Northam Pt,Inferred,414.97,0.14
South Africa,Zondernaam,,,"Sibanye-Stillwater, Bakgaga Pt",Measured,0,
South Africa,Zondernaam,,,"Sibanye-Stillwater, Bakgaga Pt",Indicated,0,
South Africa,Zondernaam,,,"Sibanye-Stillwater, Bakgaga Pt",Inferred,77.42,0.16
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,Measured,0,
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,Indicated,346,0.32
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,Inferred,506,0.31
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,Measured,"1,067.7",0.19
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,Indicated,"1,789.2",0.19
South Africa,Mogalakwena-Boikgantsho,,,Anglo American Pt,Inferred,826.6,0.19
South Africa,Akanani,,,Lonmin,Measured,0,
South Africa,Akanani,,,Lonmin,Indicated,151.9,0.24
South Africa,Akanani,,,Lonmin,Inferred,81.2,0.18
South Africa,Rooipoort,,,unknown,Measured,0,
South Africa,Rooipoort,,,unknown,Indicated,0,
South Africa,Rooipoort,,,unknown,Inferred,18.128,0.19
South Africa,Volspruit,,,Sylvania Pt,Measured,28.47,0.20
South Africa,Volspruit,,,Sylvania Pt,Indicated,16.63,0.20
South Africa,Volspruit,,,Sylvania Pt,Inferred,0.76,0.20
South Africa,War Springs (Oorlogsfontein),,,"Sedibelo, Wesizwe Pt, etc",Measured,0,
South Africa,War Springs (Oorlogsfontein),,,"Sedibelo, Wesizwe Pt, etc",Indicated,0,
South Africa,War Springs (Oorlogsfontein),,,"Sedibelo, Wesizwe Pt, etc",Inferred,313.1,0.13
South Africa,Waterberg,,,Platinum Group Metals,Measured,78.77,0.186
South Africa,Waterberg,,,Platinum Group Metals,Indicated,296.27,0.174
South Africa,Waterberg,,,Platinum Group Metals,Inferred,146.56,0.146
South Africa,Aurora,,,Sylvania Pt,Measured,0,
South Africa,Aurora,,,Sylvania Pt,Indicated,0,
South Africa,Aurora,,,Sylvania Pt,Inferred,133.43,0.20
South Africa,Mokopane,,,Matimba Resources (?),Measured,0,
South Africa,Mokopane,,,Matimba Resources (?),Indicated,0,
South Africa,Mokopane,,,Matimba Resources (?),Inferred,39.7,0.22
South Africa,Loskop JV (Rietfontein/De Wagendrift),,,"Lonmin, Sedibelo Pt Mines",Measured,0,
South Africa,Loskop JV (Rietfontein/De Wagendrift),,,"Lonmin, Sedibelo Pt Mines",Indicated,0,
South Africa,Loskop JV (Rietfontein/De Wagendrift),,,"Lonmin, Sedibelo Pt Mines",Inferred,9.7,0.19
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",Measured,78.11,0.33
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",Indicated,94.09,0.37
South Africa,Nkomati,,,"African Rainbow Min, Norilsk Nickel",Inferred,46.35,0.40
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",Measured,80.0,0.20
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",Indicated,97.1,0.18
South Africa,Sheba's Ridge,,,"Sibanye-Stillwater, Anglo Am Pt, IDC",Inferred,428.3,0.19
South Africa,Jacomyns Pan,,,unknown,Measured,0,
South Africa,Jacomyns Pan,,,unknown,Indicated,0,
South Africa,Jacomyns Pan,,,unknown,Inferred,114.2,0.25
Spain,Aguablanca,,,Lundin Mining,Measured,4.264,0.6
Spain,Aguablanca,,,Lundin Mining,Indicated,1.527,0.6
Spain,Aguablanca,,,Lundin Mining,Inferred,0.043,0.40
Sweden,Häggån,,,Aura Energy,Measured,0,
Sweden,Häggån,,,Aura Energy,Indicated,0,
Sweden,Häggån,,,Aura Energy,Inferred,"2,600",0.03
Sweden,Viken (Myrviken),,,Continental Precious Minerals,Measured,0,
Sweden,Viken (Myrviken),,,Continental Precious Minerals,Indicated,43,0.034
Sweden,Viken (Myrviken),,,Continental Precious Minerals,Inferred,"3,019",0.034
Sweden,Ror,,,unknown,Measured,0,
Sweden,Ror,,,unknown,Indicated,0,
Sweden,Ror,,,unknown,Inferred,6.37,0.35
Sweden,Lainejaur (Lainijaur),,,unknown,Measured,0,
Sweden,Lainejaur (Lainijaur),,,unknown,Indicated,0,
Sweden,Lainejaur (Lainijaur),,,unknown,Inferred,0.645,1.33
Sweden,Lappvattnet,,,unknown,Measured,0,
Sweden,Lappvattnet,,,unknown,Indicated,0,
Sweden,Lappvattnet,,,unknown,Inferred,1.139,0.91
Sweden,Mojo,,,unknown,Measured,0,
Sweden,Mojo,,,unknown,Indicated,0,
Sweden,Mojo,,,unknown,Inferred,0.213,1.40
Sweden,Backviken,,,unknown,Measured,0,
Sweden,Backviken,,,unknown,Indicated,0,
Sweden,Backviken,,,unknown,Inferred,0.07,0.46
Sweden,Rörmyrberget,,,unknown,Measured,0,
Sweden,Rörmyrberget,,,unknown,Indicated,0,
Sweden,Rörmyrberget,,,unknown,Inferred,4.24,0.61
Sweden,Mjövattnet,,,unknown,Measured,0,
Sweden,Mjövattnet,,,unknown,Indicated,0,
Sweden,Mjövattnet,,,unknown,Inferred,0.169,1.29
Sweden,Rönnbäcksnäset (Rönnbäcken),,,Nickel Mountain Resources,Measured,0,
Sweden,Rönnbäcksnäset (Rönnbäcken),,,Nickel Mountain Resources,Indicated,225.4,0.003
Sweden,Rönnbäcksnäset (Rönnbäcken),,,Nickel Mountain Resources,Inferred,86.5,0.100
Sweden,Sundsberget,,,Nickel Mountain Resources,Measured,0,
Sweden,Sundsberget,,,Nickel Mountain Resources,Indicated,0,
Sweden,Sundsberget,,,Nickel Mountain Resources,Inferred,185.7,0.176
Sweden,Vinberget,,,Nickel Mountain Resources,Measured,28.3,0.188
Sweden,Vinberget,,,Nickel Mountain Resources,Indicated,23.3,0.006
Sweden,Vinberget,,,Nickel Mountain Resources,Inferred,6.8,0.183
Tanzania,Dutwa (Wamangola-Ngasamo),,,African Eagle,Measured,0,
Tanzania,Dutwa (Wamangola-Ngasamo),,,African Eagle,Indicated,101.3,0.93
Tanzania,Dutwa (Wamangola-Ngasamo),,,African Eagle,Inferred,5.42,0.81
Tanzania,Kapalagulu (Mibango),,,unknown,Measured,0,
Tanzania,Kapalagulu (Mibango),,,unknown,Indicated,0,
Tanzania,Kapalagulu (Mibango),,,unknown,Inferred,55.1,0.96
Tanzania,Kabanga,,,"Glencore, Barrick Gold",Measured,13.8,2.49
Tanzania,Kabanga,,,"Glencore, Barrick Gold",Indicated,23.4,2.72
Tanzania,Kabanga,,,"Glencore, Barrick Gold",Inferred,21,2.6
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,Measured,1.124,1.74
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,Indicated,19.199,0.51
Tanzania,Nachingwea-Ntaka Hill,,,IMX Resources,Inferred,35.93,0.70
Togo,Mount Kpote,,,unknown,Measured,0,
Togo,Mount Kpote,,,unknown,Indicated,0,
Togo,Mount Kpote,,,unknown,Inferred,12.25,0.83
Turkey,Manisa-Turgutlu Çaldağ,,,unknown,Measured,0,
Turkey,Manisa-Turgutlu Çaldağ,,,unknown,Indicated,0,
Turkey,Manisa-Turgutlu Çaldağ,,,unknown,Inferred,33.2,1.13
Turkey,Manisa Gördes,,,META Nikel Kobalt,Measured,0,
Turkey,Manisa Gördes,,,META Nikel Kobalt,Indicated,0,
Turkey,Manisa Gördes,,,META Nikel Kobalt,Inferred,70,1
USA,Mine LaMotte-Fredericktown,,,unknown,Measured,0,
USA,Mine LaMotte-Fredericktown,,,unknown,Indicated,0,
USA,Mine LaMotte-Fredericktown,,,unknown,Inferred,1.8,0.46
USA,Higdon,,,unknown,Measured,0,
USA,Higdon,,,unknown,Indicated,0,
USA,Higdon,,,unknown,Inferred,3.55,#REF!
USA,Gasquet Mountain,,,unknown,Measured,0,
USA,Gasquet Mountain,,,unknown,Indicated,0,
USA,Gasquet Mountain,,,unknown,Inferred,34.0,0.86
USA,Red Flat Mountain,,,unknown,Measured,0,
USA,Red Flat Mountain,,,unknown,Indicated,0,
USA,Red Flat Mountain,,,unknown,Inferred,14.5,0.91
USA,Riddle (Nickel Mountain),,,unknown,Measured,0,
USA,Riddle (Nickel Mountain),,,unknown,Indicated,0,
USA,Riddle (Nickel Mountain),,,unknown,Inferred,37.5,1.1
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,Measured,9.0,0.10
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,Indicated,55.4,0.10
USA,Stillwater-East Boulder,,,Sibanye-Stillwater,Inferred,87.3,0.10
USA,Mouat,,,unknown,Measured,0,
USA,Mouat,,,unknown,Indicated,0,
USA,Mouat,,,unknown,Inferred,132,0.31
USA,Nye Basin,,,unknown,Measured,0,
USA,Nye Basin,,,unknown,Indicated,0,
USA,Nye Basin,,,unknown,Inferred,54,0.59
USA,Birch Lake,,,Antofagasta (through Twin Metals),Measured,0,
USA,Birch Lake,,,Antofagasta (through Twin Metals),Indicated,90.4,0.16
USA,Birch Lake,,,Antofagasta (through Twin Metals),Inferred,217.0,0.15
USA,Eagle-Eagle East (USA),,,Lundin Mining,Measured,1.868,2.6
USA,Eagle-Eagle East (USA),,,Lundin Mining,Indicated,2.113,4.1
USA,Eagle-Eagle East (USA),,,Lundin Mining,Inferred,0.313,1.6
USA,Maturi (incl. Nokomis),,,Antofagasta (through Twin Metals),Measured,291.4,0.20
USA,Maturi (incl. Nokomis),,,Antofagasta (through Twin Metals),Indicated,818.3,0.18
USA,Maturi (incl. Nokomis),,,Antofagasta (through Twin Metals),Inferred,534.1,0.16
USA,Maturi Southwest,,,Antofagasta (through Twin Metals),Measured,0,
USA,Maturi Southwest,,,Antofagasta (through Twin Metals),Indicated,93.1,0.17
USA,Maturi Southwest,,,Antofagasta (through Twin Metals),Inferred,29.3,0.15
USA,Mesaba (Babbit),,,Teck,Measured,0,
USA,Mesaba (Babbit),,,Teck,Indicated,0,
USA,Mesaba (Babbit),,,Teck,Inferred,"1,107",0.14
USA,NorthMet (Dunka Road),,,Polymet Mining,Measured,237.2,0.08
USA,NorthMet (Dunka Road),,,Polymet Mining,Indicated,412.2,0.07
USA,NorthMet (Dunka Road),,,Polymet Mining,Inferred,508.9,0.07
USA,Tamarack North,,,Talon Metals,Measured,0,
USA,Tamarack North,,,Talon Metals,Indicated,3.639,1.83
USA,Tamarack North,,,Talon Metals,Inferred,4.382,1.58
USA,Dunka Pit,,,unknown,Measured,0,
USA,Dunka Pit,,,unknown,Indicated,0,
USA,Dunka Pit,,,unknown,Inferred,247,#REF!
USA,Gap,,,unknown,Measured,0,
USA,Gap,,,unknown,Indicated,0,
USA,Gap,,,unknown,Inferred,0.7,0.7
USA,Spruce Road,,,Antofagasta (through Twin Metals),Measured,0,
USA,Spruce Road,,,Antofagasta (through Twin Metals),Indicated,0,
USA,Spruce Road,,,Antofagasta (through Twin Metals),Inferred,435.5,0.16
USA,Wetlegs,,,unknown,Measured,0,
USA,Wetlegs,,,unknown,Indicated,0,
USA,Wetlegs,,,unknown,Inferred,34,0.10
USA,Snipe Bay,,,unknown,Measured,0,
USA,Snipe Bay,,,unknown,Indicated,0,
USA,Snipe Bay,,,unknown,Inferred,0.39,0.3
USA,Serpentine,,,unknown,Measured,0,
USA,Serpentine,,,unknown,Indicated,0,
USA,Serpentine,,,unknown,Inferred,192,0.15
USA,Babbit-Minnamax,,,unknown,Measured,0,
USA,Babbit-Minnamax,,,unknown,Indicated,0,
USA,Babbit-Minnamax,,,unknown,Inferred,330,0.19
USA,Mirror Harbor,,,unknown,Measured,0,
USA,Mirror Harbor,,,unknown,Indicated,0,
USA,Mirror Harbor,,,unknown,Inferred,0.008,1.57
USA,Funter Bay,,,unknown,Measured,0,
USA,Funter Bay,,,unknown,Indicated,0,
USA,Funter Bay,,,unknown,Inferred,0.51,0.34
USA,Bohemia Basin (Basin-Takanis-Flapjack),,,unknown,Measured,0,
USA,Bohemia Basin (Basin-Takanis-Flapjack),,,unknown,Indicated,0,
USA,Bohemia Basin (Basin-Takanis-Flapjack),,,unknown,Inferred,20,0.42
USA,Crescent Creek,,,unknown,Measured,0,
USA,Crescent Creek,,,unknown,Indicated,0,
USA,Crescent Creek,,,unknown,Inferred,0.36,0.23
USA,Benbow,,,unknown,Measured,0,
USA,Benbow,,,unknown,Indicated,0,
USA,Benbow,,,unknown,Inferred,9.3,0.26
USA,Local Boy,,,Teck,Measured,0,
USA,Local Boy,,,Teck,Indicated,0,
USA,Local Boy,,,Teck,Inferred,4.54,0.36
Venezuela,Loma de Niquel (Loma de Hierro),,,Venezuelan Gov't,Measured,0,
Venezuela,Loma de Niquel (Loma de Hierro),,,Venezuelan Gov't,Indicated,0,
Venezuela,Loma de Niquel (Loma de Hierro),,,Venezuelan Gov't,Inferred,11.1,1.4
Zambia,Kalumbila-Enterprise,,,First Quantum,Measured,5.1,1.56
Zambia,Kalumbila-Enterprise,,,First Quantum,Indicated,34.6,0.93
Zambia,Kalumbila-Enterprise,,,First Quantum,Inferred,20.9,0.63
Zambia,Nama (A-C-D),,,unknown,Measured,0,
Zambia,Nama (A-C-D),,,unknown,Indicated,131.1,0.019
Zambia,Nama (A-C-D),,,unknown,Inferred,54.71,0.024
Zambia,Munali,,,Consolidated Nickel Mines,Measured,0,
Zambia,Munali,,,Consolidated Nickel Mines,Indicated,5.65,1.01
Zambia,Munali,,,Consolidated Nickel Mines,Inferred,0.36,0.84
Zimbabwe,Bindura (Trojan-Shangani-Hunter's Road),,,Asa Resource Group,Measured,3.55,0.96
Zimbabwe,Bindura (Trojan-Shangani-Hunter's Road),,,Asa Resource Group,Indicated,37.627,0.57
Zimbabwe,Bindura (Trojan-Shangani-Hunter's Road),,,Asa Resource Group,Inferred,10.55,0.62
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,Measured,38.7,0.22
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,Indicated,138.9,0.22
Zimbabwe,Unki Main Sulphide Zone,,,Anglo American Pt,Inferred,47.4,0.22
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",Measured,28.4,0.14
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",Indicated,15.4,0.14
Zimbabwe,Mimosa,,,"Sibanye-Stillwater, Impala Pt",Inferred,13.4,0.14
Zimbabwe,Zimplats,,,Impala Platinum,Measured,181.1,0.11
Zimbabwe,Zimplats,,,Impala Platinum,Indicated,613.4,0.12
Zimbabwe,Zimplats,,,Impala Platinum,Inferred,207.3,0.12
Zimbabwe,Bokai North/South (Todal),,,ERG,Measured,0,
Zimbabwe,Bokai North/South (Todal),,,ERG,Indicated,40.17,0.22
Zimbabwe,Bokai North/South (Todal),,,ERG,Inferred,41.61,0.21
Zimbabwe,Chironde,,,ERG,Measured,0,
Zimbabwe,Chironde,,,ERG,Indicated,0,
Zimbabwe,Chironde,,,ERG,Inferred,9.54,0.15
